	Summary	Job Title	Date	Overall Rating	Pros	Cons
25	Fantastic place to work	 APTL	15 Sep 2022	5.0	"Diversity
Inclusion 
Opportunity 
Learning 
Good salary"	Atcully I don’t have any downside while working in Shell.
26	-	 Internship	8 Aug 2022	5.0	Excellent opportunities to learn from the best people in the industry!	The location might be a bit far, so travel time to and from work may be more than expected.
27	Good company with good job opportunities and respect for staff	 Senior Finance Advisor	6 Aug 2022	5.0	Values potential alongside experience, good working hours, competitive salary	Have to network and apply for new position within the company every few years
28	Good company to work for	 Anonymous Employee	31 Jul 2022	5.0	Salary and health benefits provided	Nope, in general a good company to work for
29	Very In-depth and extensive internship experience	 Internship	28 Jul 2022	4.0	"- Learn a lot about the industry and the various skills needed
- Friendly work environment for interns
- Strong emphasis on workplace safety
- Freebies now and then
- Cheap food"	"- A LOT of information to handle in the first few months, could get overwhelming
- Everyone around you is busy, so they may not always have the time to respond or help out"
30	GPTW	 Engineer	25 Jul 2022	4.0	Good culture, few office politics, good guidance from seniors and managers.	Unfavorable location and risky job.
31	Good work life balance	 Finance Advisor	18 Jul 2022	5.0	"Good work life balance
Harmonious environment"	Gets repetitive and lots of governance
32	A place where you are not appreciated	 Senior Process Technician	17 Jul 2022	2.0	"Fat Bonuses
Great Colleagues that works with you"	"Advancement in career is slow
Retrenched good workers"
33	Basic low	 Anonymous Employee	4 Jul 2022	3.0	Diversity and acceptance culture. Bonus good for technicians. Medical best.	Need to reach via ferry and basic lower than other companies.
34	Independent	 HSSE Advisor	3 Jul 2022	4.0	lots of independence in executing your work	Often affected by the vagaries of oil prices, resulting in business reorganisation.
35	Learnt alot	 Intern	16 May 2022	4.0	"Good mentorship
Good learning experience 
Good company"	Cons are just that you have to go out early
36	Life at Shell	 Process Technician	9 Apr 2022	4.0	"- Great benefits
- Remuneration
- Colleagues"	"- Double standards
- Management tries to stretch workload"
37	Great place to work	 Anonymous Employee	7 Apr 2022	5.0	Very family oriented, respectful and work life balance.	Salary is just average. Processes can be a bit bureaucratic.
38	Good MNC	 Anonymous Contractor	30 Mar 2022	4.0	Friendly colleagues, cordial manner of working, diversity and inclusion	Lumbering intranet, work scope is narrower than commercial generalist roles
39	Decent Salary. Work Life Balance can be improved	 Analyst	24 Mar 2022	4.0	Decent Salary and bonuses when company performs	Work Life Balance can be improved
40	Company with uncertain prospects	 Manager	23 Mar 2022	2.0	Relatively well paid, big company with lots of resources	Heavily dependent on fossil fuels which is losing favor with customers and markets with climate change and the energy transition, leadership appointments not based on experience and competence but on diversity targets and who the bosses like
41	Decent company to work for	 Anonymous Employee	22 Mar 2022	4.0	Work life balance depending on role; good salary and benefits ; fairly efficient company ; company leaders have foresight and are willing to take risks	Being a generalist is a downside when hunting for roles externally ; too much office politics ;
42	Great Company to work for	 Component Landscape Manager	22 Mar 2022	5.0	Excellent place to work for with a Great Work Culture. Employee Care is great. Excellent Career Growth.	As like any big company, Decision making is slow
43	Good salary	 Project Manager	14 Mar 2022	5.0	Good best excellent nice great	Work life environment slighty not balance
44	Family friendly employer	 Anonymous Employee	11 Mar 2022	5.0	Extremely family friendly and big on mental well being. No one says no to leave or time off	Pay is good on average, but can stagnant as increment is meagre
45	not bad company	 Supervisor	9 Mar 2022	3.0	pay is decent with OT given	long working hours. Or attend to work after office hours
46	For a Specific Island	 HSSE Advisor	3 Mar 2022	3.0	The company itself is awesome. Benefits. Flexibility.	People in the company are power hungry. A support departmt is treated like a passing place. Competency does not match role.
47	Great but not so	 Process Technician	2 Mar 2022	5.0	Great culture among workers. Good benefits and bonuses.	"The management needs a bit of shake up. After ""transformation"" aka retrenchment, nothing good has come out of it."
48	Great place to work	 Recruitment Coordinator	23 Feb 2022	5.0	Had the best team and colleagues and they take care of your welfare	Complex MNC and takes time to understand the processes
49	Not good	 Lab Intern	20 Feb 2022	1.0	Good pay and benefits, nothing else	Boss rude to us, slave
50	Amazing company good benefits	 Master Mariner/Ship Captain	9 Feb 2022	4.0	good benefits and high compensation	didn't find any cons while working.
51	Big Energy Company	 Business Development Manager	8 Feb 2022	3.0	friendly and collaborative environment, lots of resources to develop	unclear roles and responsibilities, no clear strategy, too many stakeholders to manage
52	working at shell	 Trade	20 Jan 2022	3.0	it was great. fantastic pay	long working hours, no holidays
53	Process technician	 Process Technician	20 Jan 2022	5.0	"Good bonus

Challenging but rewarding difficulty

A great first career"	"Lower base pay

Difficultly is steep"
54	Great company	 Commercial Operator	19 Jan 2022	5.0	Great welfare, work life balance	Highly compartmentalized, some constraints on cross department learning
55	Constant Reorg	 Analyst	14 Jan 2022	4.0	Medical benefits that cover family	Job insecurity and constant reorganisation
56	Great Place	 HSE Inspector	12 Jan 2022	5.0	Great people to work with	Nil. Everything went well for me.
57	Finance analysist	 Analyst	10 Jan 2022	4.0	Good company, benefit is ok. Culture ok	Annual increment range is low
58	Na	 Trading Manager	6 Jan 2022	5.0	Good place to work with good compensation	It is very Politics. Indians population are increasing in Shell
59	Excellent benefits, good work-life balance, very smart colleagues	 EHS Engineer	6 Jan 2022	5.0	Excellent benefits, salary is one of the best with excellent bonus package, good work-life balance, very smart colleagues. Excellent growth opportunities too!	Not that i know of
60	Shell Singapore	 Senior Human Resources Manager	6 Jan 2022	4.0	"Good compensation
Provides opportunities for its people to develop across different roles"	"Too many legacies
Too many restructures"
61	Pays well	 Supply Chain Manager	4 Jan 2022	3.0	"Good pay
Global and regional opportunity"	"Constant reorgs
Very slow to innovate"
62	Very lucrative, amazing benefits	 Graduate Management Associate	13 Dec 2021	5.0	"Exceptional employee benefits
High base and bonus
Acceptable work life balance"	"Overseas travel (might be a pro to others)
Heavy workload with tough deadlines at times"
63	good company	 Seismic Imaging Geophysicist	29 Nov 2021	5.0	good environment and goof pay	may work overtime and though
64	Felt the crunch in my last years there.	 Inspection Engineer	29 Nov 2021	2.0	Well known corporate company, basic employee benefits.	Didn't feel job security as budget cuts could be seen more and more.
65	VERY BAD INSURANCE	 Team Lead	27 Nov 2021	1.0	The canteen food is yummy !	My husband got cancer, and they didn't pay out insurance for his treatment.
66	Great place to start	 Laboratory Technician	23 Nov 2021	4.0	Good benefits and people are nice	Poor management and old mindset
67	Great place to work	 Project Services Engineer	20 Nov 2021	4.0	Work life balance, opportunity for growth, collegial employees, work on emerging trends and projects	A bit slow and relationship heavy
68	Very fun	 Manager	12 Nov 2021	5.0	very engaging work people to enjoy my time with	work hours are too long
69	Great MNC to work with, for a start	 Global Project Implementation Executor	2 Nov 2021	5.0	It is an honor to work for Shell since my graduation in Malaysia, eventually this was also my first company in Singapore when I move here. A lot of things to learn in MNC in fact.	Quite political in a big MNC, plus consistent re-organization may not be great for career progression or job security at all.
70	Great Career Opportunities	 Regional Manager	2 Nov 2021	4.0	International exposure, diversity, skills development, culture	Bureaucratic, process driven, decision making
71	About	 Senior Manager	28 Oct 2021	1.0	Big company to work with	Mafias around the company pull down every others
72	Site Reliability Engineer	 Site Reliability Engineer	26 Oct 2021	4.0	Very good employer, employee friendly policies	Very Low salary as contract staff
73	Project engineer in a refinery	 Project Engineer	26 Oct 2021	4.0	Challenging but satisfying work space	No work life balance due to limited manpower
74	.	 Key Account Manager	25 Oct 2021	5.0	Diversity, acceptance towards making mistakes and learning from it.	Lack of structure and process
75	Salary	 Senior Process Technician	11 Oct 2021	5.0	"Nice and good management
Can talk
Can discuss
Can meeting"	"Lack of system
Everything based on boss
Based on ur line manager only"
76	Good employer	 Senior Legal Counsel	14 Sep 2021	5.0	Industry leader, flexibility, decent bosses	limited managerial positions; no in situ promotions
77	Job Environment	 Buyer	29 Aug 2021	3.0	Good place to work and learn	No benefit or job security for contract staff
78	Good Company	 Preventive Maintenance Planner	23 Aug 2021	4.0	Lot of experience can be learn	Fast Pace and constant change
79	Good	 Process Team Leader	21 Aug 2021	5.0	new platform for new comers	not so familiar with new website
80	great place x x	 Anonymous Employee	12 Aug 2021	5.0	V GD culture x x	Things move abit slowly at times
81	great company	 Convenience Retail Manager	11 Aug 2021	4.0	Professional and great staff development.	very competitive and demanding in nature
82	Benifits	 Process Technician	6 Aug 2021	4.0	Six month bonus with family medical benifits and twelve hrs shift rotation. Work place is in the central and traveling time acceptable.	Initial basic pay with no experience is low. But annual income acceptable. Need to take ferry in and out of the island
83	People-oriented, Respect, Growth	 Data Analytics Intern	5 Aug 2021	5.0	Good culture of respect and growth. Company is v people-oriented and diverse. Vast opportunities to take up new roles/projects	Business outlook in the next decade is uncertain. Management has a plan for the energy transition but only time can tell how well it will be executed and whether is will be effective. The uncertainty can be a turn off.
84	Good growth and benefits	 Supply Chain Specialist	5 Aug 2021	4.0	Good and supportive coworkers, many learning opportunities and career movements. Never a boring day at work and good sense of fulfilment	Uncertainty due to external market conditions. Decisions are made more slowly due to many processes in place. Legacy ways of working can be difficult to change
85	hella good	 Business Analyst	1 Aug 2021	5.0	nice peeps. good culture. awesome	low pay. long hours. need to collaborate more
86	NA	 Adviser	25 Jul 2021	4.0	Work life balance and benefits	Actual work is more than 100% of what is in JD
87	-	 Internship	23 Jul 2021	3.0	-not bad i dont know what to say	- very ok lol i guess i dont know what to say
88	Great place to work but be prepared for organizational red tape	 Communications Manager	17 Jul 2021	4.0	Opportunity to change role every 3-4 years and get exposure to different aspects of the company. Never a dull day with lots of projects to work on. Shell is serious about transforming with the energy transition and you get to be a part of that.	Matrix structure with many internal stakeholders and processes to deal with. Fewer opportunities as you get more senior in the company.
89	Good work place for retirement	 Engineer	12 Jul 2021	3.0	"Work life balance
Renumeration
Co-insurance for family members"	"Silo thinking at mid management
Defensive posturing between departments
Politicking between mid managers"
90	Good company	 Senior Laboratory Analyst	10 Jul 2021	5.0	Good benefits and practise diversity and inclusion in the organisation	Insecurity to the role every 4 yrs
91	I interned there	 Internship	5 Jul 2021	4.0	Really inclusive, employee first culture	Focuses too much on gender diversity/inclusion at the expense of progressiveness
92	Good benefits and flexibility	 Marketing Manager	30 Jun 2021	4.0	Flexible working hours, good benefits, nice people	Complex structure, too many stakeholders to get things done
93	Good place for technical and commercial impact	 Vice President, Sales, Asia Pacific	30 Jun 2021	5.0	Great empowerment and individual impact leveraging technical and commercial skills	Smaller operating unit within a big corp which can mean lower visibility
94	review	 Plant Manager	28 Jun 2021	5.0	family oriented and good benefit	odd work timing and night calls
95	Mechanical Engineer	 Mechanical Engineer	28 Jun 2021	5.0	Great company to work at	Sometimes management decisions are slow
96	Great expierence	 CP Analyst	25 Jun 2021	5.0	Good culture, greaten remuneration and self managed work life balance	Can take time to get things done, will need patience to push through projects
97	Overall	 Accounts Assistant	23 Jun 2021	5.0	Ample opportunity for job rotation, work-life balance, good employee benefit	Work rather demanding and stressful
98	Shell	 Director	22 Jun 2021	4.0	Not applicable for this review	To be advised at a later stage
99	great employer	 Specialist	18 Jun 2021	5.0	great environment, good benefits, career opportunities, graduate program, work life balance	can be stressful sometimes, short vacation, no business trips, few courses given
100	Great Company, which I am proud I was part of	 Head Of Human Resources	16 Jun 2021	4.0	Great Culture. Great learning & development opportunities. Great career progression opportunities. Respect for people. Flexible work arrangement. Strong safety culture.	Evolving culture as a result of the industry evolvement, which runs the risk of losing its culture. It is getting much more political.
101	Awesome Dynamic	 Risk Manager	15 Jun 2021	5.0	Dynamic, Work life balance, Great	No No No No No
102	Nil	 Operation Technician	14 Jun 2021	5.0	Prestige of working in a Multi-national MNC	Workplace is situated in Jurong island
103	Not bad	 Instrumentation Engineer	7 Jun 2021	3.0	Good salary ; training ok ; dream job	Uncertainty ; not good environment ; far
104	Pros and Cons	 EHS Professional	5 Jun 2021	3.0	Friendly work environment with opportunities for job rotation for selected staff	Lack of career progression and development
105	Good company	 Analyst	3 Jun 2021	4.0	Compensation scheme is still considered good	D&I targets shadows merits for progression
106	Great Place to Work	 Human Resources Advisor	1 Jun 2021	4.0	Very supportive line manager and colleagues for work-life balance	Career progression is limited as you move up the corporate ladder due to the lesser no. of roles
107	Good benefits for full time employee	 Project Engineer	1 Jun 2021	4.0	Good benefits for full time employee	Not much benefits for contract employee
108	Overall Rating is Good	 Technical Engineer	1 Jun 2021	4.0	Well Balanced. Good Salary. Fair Employer	None as I they are fair
109	Traditional old organization	 Business Excellence Leader	30 May 2021	3.0	Flexible working options during pandemic	Politics and old-fashioned leadership styles by management.
110	Good company to work for	 Business Improvement Specialist	29 May 2021	5.0	Strong culture on respect and diversity	Decision making can be slow
111	Great Place to work!	 Senior Team Lead	23 May 2021	5.0	Caring and Flexible working environment, Pays competitively vis-a-vis competitors	Bureaucracy, slow decision making and usual office politics
112	Overall good company	 Process Engineer	21 May 2021	4.0	Pay, good medical, respect for people	Company directions and steers can be confusing
113	Discriminate on Age. Glam outside, rotting inside.	 Manager	20 May 2021	1.0	"Salary is on par with Oil & Gas industry
Good for grads/ first job for the brand name."	"- Big and mini reorg every other year: most people in there with long tenure are just waiting for a nice package (above mkt norms)
- Tend to select those younger talent versus those with more experience. Ageism. Ask to see the avg age of the ppl leaving during Reshape versus those they selected.
- They like their grads than experience hires. Esp those that fits their mould
- Hire and fire quickly
- Claim ""show care"" but very unauthentic: and wonders why their employer of choice score is lower than the other major oil.
- Looks glam outside, good reputation but v political inside. 
- not good for experience hire, try only if u are jobless anyway"
114	good company	 Operation Technician	17 May 2021	4.0	work life balance and great collegues	alot of paperwork while on day work
115	Working in Shell chemicals	 Construction Supervisor	10 May 2021	4.0	Excellent place to learn and develop your skill	No opportunities for performing contract staff
116	Great Welfare	 Process Technician	8 May 2021	3.0	I will say that Shell has a very great welfare for their employees such as when giving birth to a child, yearly monetary allowances for travelling and many other things.	Very late in adopting new technologies. Only looks to improve in times of crisis or bad economy.
117	Work Life Balance -  Best Employer	 Supply Chain Manager	6 May 2021	5.0	"Work Life Balance
Diversity
Good employee benefits 
Healthy work culture"	Currently no cons for working in this Co.
118	Great work environment but a bit slow	 Economist	2 May 2021	4.0	great safe work environment caring for employees	shrinking industry, overstaffed and bureaucratic
119	A good place to learn	 Marketing Manager	1 May 2021	4.0	There are Many Opportunities within the company.	Management tends to be Result driven.
120	Good Company but sunset industry	 Senior Engineer	27 Apr 2021	4.0	Good culture. Extremely friendly to employees	Slow decision making. Very low moral at the manufacturing site
121	company good, boss CMI	 Maintenance Scheduler	26 Apr 2021	2.0	salary and bonus package acceptable	incompetent management at the helm
122	Shell is a great place to work!	 Anonymous Employee	25 Apr 2021	5.0	Collaborative environment, helpful colleagues, bosses who are personally invested in your development, very inclusive people, and job rotations. Shell also walks the diversity talk and diversity isn't just a check in the box.	Sometimes a little too collaborative. But the good thing is the decision that comes out of it will more often than not be a good one!
123	Good Company to work for	 Senior Engineer	25 Apr 2021	4.0	"work life balance
Fair compensation
Friendly people"	"sunset industry
low moral at the manufacturing plant"
124	So so	 Sales Executive	24 Apr 2021	4.0	Reputable company, structured with good employee welfare	Unstable future, long hours and demoralized workforce
125	Benefits	 Assistant Maintenance Engineer	22 Apr 2021	4.0	Flexible working time, strict requirement on quality control	no performance bonus, long process to get the job done
126	Good culture, but too much work offshore	 Finance Analyst	20 Apr 2021	4.0	Good culture, strong pay package	"While Management has clear direction on Energy Transition plans, time is needed to tell if these projects can be monetized.

Too much work in CP, HR and Finance offshore to other countries, processes are slow and knowledge are leaked."
127	Shell Intern	 Intern	20 Apr 2021	5.0	good learning experience in my opinion	no cons as intern really
128	Review for shell	 Engineer	14 Apr 2021	4.0	Good company for process chemical graduate	career opportunities are limited for engineers
129	Politics aplenty.	 Business Development Manager	13 Apr 2021	3.0	Big branded company. As a business development guy, it is relatively straight-forward when it comes to meeting client.	Politics! The politics there inter-department and inter-personal will really bring ur morale down.
130	Restructuring often	 Carbon Originator	7 Apr 2021	3.0	Big brand name and many alternative roles	Restructuring constantly due to energy transition
131	Vice president	 Vice President	6 Apr 2021	5.0	Work life balance is really goo	Relocation is mandotory But still provides opportunities
132	Generally ok but rigged	 Account Manager	5 Apr 2021	3.0	good scope of work overall	lots of politics and good speakers instead of good performers get promoted
133	great place to work	 Mechanical Engineer	3 Apr 2021	5.0	great org to work for	to take a ferry to work
134	Good company, but bad times	 Project Manager	2 Apr 2021	4.0	Development opportunities available, good working culture (if not working at sites)	Ongoing reorganization with reduction in workforce
135	Shell Bukom	 Maintenance Technician	31 Mar 2021	4.0	Good amount of month bonuses	Poor management. Biased. Not transparent.
136	Good	 Senior Finance Analyst	30 Mar 2021	4.0	Work Life Balance, Respect for People	Too many stakeholders to engage for every decision
137	Hskdk	 Anonymous Contractor	28 Mar 2021	1.0	The flexibility of working from home	Mgt direction is nt clear
138	First hand feedback after working for more than 5yrs	 Technologist	25 Mar 2021	5.0	Good company, good learning, multiple stakeholders management, reasonable salary package, and able to widen horizon on entire energy, fuel, chemicals supply chain	Not ideal for people who wants stability (like having a same role for more than 5 years), certain roles will require long working hours. Decision making process is very much dependent on mid level management steer and appetite for competitiveness, even though overall central executive team directions sound exciting. A lot of stakeholders to manage, a lot of time is spent on meetings (people in the company are kind of obsessed with having meetings), actual time left for proper planning/designing/in depth work are very limited (in my opinion).
139	Good  place to work for but lots of politics	 Advisor	25 Mar 2021	4.0	Culture is amazing, probably the best I’ve seen in terms of culture and really caring for employees.	Very slow moving to get things done and lots of politics to get promoted. It’s about who you know and network with and not about performance. They favour their internal graduates and external hires are not appreciated.
140	-	 Finance	25 Mar 2021	3.0	good working hours and flexible timings	nothing much to gripe about
141	Great place to work	 Graduate Program	22 Mar 2021	5.0	Good remuneration. Healthy work-life balance. Room for growth. Great culture.	Slow in decision making. A lot of red tape.
142	Intern	 Intern	19 Mar 2021	4.0	Good place to learn things	None that i can think of
143	NA	 HSSE Advisor	17 Mar 2021	4.0	Medical benefits is good and includes family	Depends on the leaders you had
144	Engineering Intern	 Intern	8 Mar 2021	5.0	Good work life balance, cooperative team members and staffs	Workload may be sometimes overloaded
145	Pros and cons	 Manager	5 Mar 2021	1.0	Good salary, good opportunities around	Bad politics, volatile environment, quick to let go
146	Good culture	 Finance Advisor	5 Mar 2021	5.0	Good culture, focuses on development of staff. Pay per hour leans on the high side for MNCs	Century old model ia changing, company haa to come up with a good strategy to monetize the business
147	Good company	 Administrative Assistant	4 Mar 2021	5.0	good working place and good experience	nothing to dislike about this company
148	Process technician	 Process Technician	3 Mar 2021	4.0	Good benefits, Good shift work timing	High stress, Higher management pushy
149	Energy Company	 Cost Engineer	3 Mar 2021	5.0	Work life balance, family first.	Lengthy processes, too many layers, repetitive workload
150	Okay but not great	 Engineer	28 Feb 2021	4.0	Pay was okay, company is caring	working culture was not very efficient
151	Great Culture	 Process Technologist	27 Feb 2021	5.0	Culture was great with intern given opportunity to lead projects.	Teams were very cordial upfront and it takes longer to obtain alignment
152	Project manager	 Project Manager	26 Feb 2021	4.0	Stable pay and progression. Good development	World turning green. Job getting unstable
153	Doing M&A	 Senior Associate	25 Feb 2021	5.0	Flexi work timings and respect for people	Organisation is slow to move and react
154	Great team	 Sales and Marketing	16 Feb 2021	4.0	Friendly helpful people all around	Contract staff not treated well
155	BD manager	 Anonymous Employee	16 Feb 2021	4.0	work & life balance, good development opportunities	slow decision making, group thinking, risk averse
156	love the culture	 Anonymous Intern	11 Feb 2021	5.0	Everyone thrives to learn and works cohesively	did not experience any unpleasant times during my time there
157	So-SO	 Process Technician	9 Feb 2021	3.0	Awesome people colleagues, not stressful	Lack of clear procedures at work
158	Great Company	 Anonymous Employee	7 Feb 2021	4.0	company that respects its employees and complies with government regulations. Its leading the way in terms of the energy transition	Too large and slow sometimes
159	Operations	 Senior Process Technician	7 Feb 2021	5.0	Lucrative pay when employee does overtime.	Shift worker. Night shifts is very tiring and bad for health.
160	Good Place to Work, But  Job Security Not Ideal	 Senior Adviser	4 Feb 2021	4.0	Great company culture and values, good compensation and benefits	Every assignment is 4 years, regular reorganisation, so job security isn't great
161	Normal company	 Manager	3 Feb 2021	3.0	Good pay and company benefits	Long working hours and shortage of manpower
162	Royal Dutch Shell is all well	 Plant Engineer	3 Feb 2021	4.0	Good salary. Professional and systematic company. Dedicated staff who are best at what they do	Stressful and demanding. Not much motivation.
163	Great people, great benefits and interesting culture	 Intern	31 Jan 2021	5.0	"-Tons of events (biweekly basis), lots of benefits.
-Conducive working environment"	-Culture can be based on different departments, not sure as I was just an intern
164	Good Benefits	 Business Analyst	24 Jan 2021	4.0	Shell generally offer Good Benefits.	Organisation is probably going moving into new business segments which can offer both challenges and opportunities.
165	She’ll Singapore	 Strategy Consultant	23 Jan 2021	3.0	Great culture; open minded and conscious company	Bureaucracy, Internal job hunting every few years
166	Good	 Intern	21 Jan 2021	5.0	"Friendly
High pay
Good work environment
Staff are helpful
Equipment are good"	"Very Far
Face paced environment
Limited selection of food
Isolated
Overtime"
167	Intern review	 Internship	20 Jan 2021	5.0	Challenging yet enjoyable working environment, good culture.	There is no cons that I have came accoss
168	Most Desired Employer in SG	 HSE Advisor	19 Jan 2021	4.0	Good place to work and develop.	Island based so travelling to and fro is a hassle.
169	Organisation that really does treat its people with care and respect.	 Human Resources Consultant	17 Jan 2021	4.0	Strong respect and care for people, High expectation on leaders to support and develop their staff, Career growth and progression opportunities, Competitive compensation and benefits package	Lots of ongoing organisational change most of the time; As with most large complex MNCs, you must get used to navigating much bureaucracy to drive things
170	Great company	 BD Manager	15 Jan 2021	4.0	Great company to work for	Slow promotions potentially, slow salary rise
171	Good company to work for	 Human Resources Advisor	13 Jan 2021	5.0	Work life balance, good leadership	Quite a lot of layers in the organization
172	Great Company	 Project Engineer	12 Jan 2021	5.0	"Great Company
Good work place and colleagues"	Growth opportunities may be diifficult.
173	Reshape	 Senior Account Executive	11 Jan 2021	3.0	"Health benefits 
Annual Wage Supplement
Nice people"	"Constant reorg
Lack of job security"
174	Working culture	 Process Technician	11 Jan 2021	4.0	"Good progression
Many things to learn everyday"	Declining oil & gas industries worldwide
175	Good company to work for	 Supervisor	8 Jan 2021	4.0	Good medical and bonus benefits	Currently undergoing retrenchment exercise, resulting in increment and bonus freeze
176	Generally Good culture	 Supply Chain Manager	8 Jan 2021	4.0	"Work with generally good people
There’s a good degree of Freedom and flexibility
A lot of support"	"Not fast moving
Large matrix organisation"
177	Good work environment	 Technician	22 Dec 2020	5.0	"-Feel happy going to work because people are nice, and overall work environment is good
- Good benefits, company cares for the employees"	- Poor equipment maintenance planning at times
178	Good and bad	 Planner	16 Dec 2020	3.0	Benefits, diversity and flexible time	Rotation, politics and visibility trumps all
179	Good	 Engineer	13 Dec 2020	5.0	Good working conditions across sites	Nothing unusual. Depends on your expectation
180	Best Company to Work	 Planner, Planning Engineer	10 Dec 2020	5.0	Caring, Friendly, Healthy Working Environment	Need to improve in technology usage which they started to do that
181	Slow decision making	 Finance Advisor	8 Dec 2020	3.0	People are collaborative and culture is forgiving	Too much engagement & lack of clear accountability on who is the decision maker
182	Work life balance	 Planner	27 Nov 2020	4.0	Fair remuneration and worklife balance	Alot of paperwork and burecracy
183	Pulau Bukom	 Process Technician	19 Nov 2020	5.0	"Good training ground to build your experience
 A strong and efficient Worker’s Union
12 hours shift!
A good mix of experience colleagues to learn from"	"Shift Allowance is no different from Other companies or maybe lesser.
Need to take a ferry to work with no added allowance 
Worker’s aren’t appreciated for their dedication and passion for the job 
Half of the The Site is closing down"
