	Summary	Job Title	Date	Overall Rating	Pros	Cons
17	Great culture!	 Anonymous Employee	11 Sep 2021	5.0	"-Great culture
-People that really cares
-Listens to employee"	"-Job can be relatively intense
-Salary may not be as high as other companies within the industry"
18	Efficient company	 Anonymous Employee	20 Jun 2021	5.0	Very effective communications and actions provided	Don’t really have cons except for the strictness of the company
19	Definitely a great place to work	 Support Specialist	17 Jun 2021	5.0	Great benefits, culture and people	The product is very broad and changes happen rapidly so support specialists have to manage knowledge across a large range of topics. If you're looking to apply, be prepared to spend a lot of time learning and upskilling outside of your work hours if you don't have a good foundation in technology/coding/inbound marketing
20	Great benefits and autonomy	 Anonymous Employee	5 May 2021	5.0	Great culture of openness and coaching, great benefits, lots of opportunities to learn	Slightly disadvantageous working in the Singapore office as opportunities are greater for NAM/EMEA employees to come to Asia as compared to the other way around.
21	Mission-driven, satisfying, challenging, rewarding	 Manager, Customer Onboarding	11 Mar 2021	5.0	"HEART across all levels
Fair compensation with strong financial performance
Top-notch leaders and executive leaders
A platform that actually works and helps companies grow
Strong focus on DI&B
Global rest days due to Covid"	"Fast-paced environment that can sometimes feel like a rat race
Metrics driven leading to certain level of stress
Lack of face to face human interactions can lead to demotivated employees"
22	Great vision, poor execution	 Customer Success	25 Feb 2021	1.0	"Wholesome culture code 
Commitment to diversity, inclusion and belonging at the executive level.
Excellent product and vision.
Great colleagues.
Fantastic benefits."	Toxic leadership at the local level.
23	Great Benefits and Culture	 Inbound Consultant	31 Jan 2021	4.0	"- Great benefits (healthcare, work/life balance, stock purchasing plan, + other random perks) that make it hard to leave!
- Amazing people to work with
- DI&B is generally good
- Generally managers are transparent"	"- Internal mobility is limited to the few streams that are offered (nobody's fault, it's just the way the business works)
- Compensation monetary-wise is extremely lacking compared to competitors"
24	Great company	 Customer Service Representative	30 Jan 2021	5.0	Plenty of amazing and perks - company takes care of your welfare	the job can be quit tiresome at time
25	Great company	 Account Executive	12 Jan 2021	5.0	Love the culture and the people	Not too many employees in Singapore
26	Great, good development	 Customer Service	19 Dec 2020	4.0	The culture was good there. There's a lot benefit as well.	No cons at all there.
27	Challenging but rewarding!	 Senior Customer Support Specialist	9 Dec 2020	5.0	Culture is great and the benefits are wonderful - unlimited leave + extensive healthcare are my favourite perks.	very high expectations and super fast-paced.
28	A Great Place to Work	 Inbound Success Coach	21 Nov 2020	5.0	"- A place where you can grow yourself professionally
- Competent colleagues
- Great benefits/compensations
- Opportunity for internal role change"	- N/A at the moment
29	Great place to work!	 Customer Support Specialist	29 Sep 2020	5.0	Flexible. Great people. Great benefits	No cons at all here
30	Life changing company	 Senior Director, Strategic Partnerships	22 Jul 2020	5.0	"The ultimate perk is who you get to work with. My colleagues at HubSpot are on a different level of aptitude while maintaining incredible humility, transparency and helpfulness. I honestly have never and probably will never work with better people. 

At the same time the business is still in a serious growth phase and as long as you can keep adding value your career will grow at a rapid rate and give you learnings and experience that will open up opportunities for the rest of your career."	One thing is i would love to see us do more for non-profits. I have seen a lot of other companies have comprehensive non-profit programs, let's do one.
31	A HEART Company	 Executive Assistant	12 May 2020	5.0	A Company with Good Culture Code	I have no comments on this.
32	Proud to work at SingSpot	 Account Executive	12 Feb 2020	5.0	"I feel extremely lucky to have been able to call HubSpot home for the past several years. I believe our senior leadership team has done a tremendous job of listening to our customers, employees and investors and as a result has hit the mark in getting our product roadmap and go to market strategy right. Our financials, online reviews, ENPS and customer NPS scores are objective proof of this.

It's incredibly rare in a several thousand person company to be able to work this autonomously and see the tangible impact you can make as 1 employee. This is even more evident in our developing and emerging market groups such as Southeast Asia, India and Japan. 

I believe that every employee is trusted and encouraged by leadership to drive strategic initiatives which can impact the company's growth, our customer's experience and the community's adoption of best in class marketing/sales/customer service strategies.

I'm surrounded by some of the most intelligent, driven, and creative people I've ever had the pleasure of working with. This team constantly pushes me to level up my knowledge and skills, and hold myself to a higher standard. 

Very confident in our product and the people we have in place. Excited to see what lies ahead and grateful to be a part of the journey."	It can be easy to lose sight of how special it is be be a part of what we're building. Negativity amongst a few outliers, especially in satellite offices, can easily spread itself across teams and manifest itself as resentment. I believe it is on all of us to buck this trend.
33	Unparalleled Medical Benefits in Singapore but HR is a Disgrace	 Anonymous Employee	8 Feb 2020	2.0	"HubSpot has one of the best medical plans, which does not require a health screening to be eligible. Meaning pre-existing conditions and illnesses are covered too. Dependents not only includes spouses and children, but you can also add your girlfriend/boyfriend or partner onto your medical plan with the same exact coverage too.

Majority of my colleagues are wonderful people and many of us have formed great friendships due to the culture of the office. We have team-bonding outings and activities, some sponsored by the company and some by our manager/team budget. 

We have a well stocked pantry with snacks, ice cream, fruits, drinks, cold brew coffee, cold brew tea and even beer - all for free! Not to mention a free weekly lunch  on Thursdays for the whole office, which sometimes doesn't feed enough of us, but it is free so can't complain.

We have a prayer room for our muslim colleague, we have a mother's room, a meditation room which we all use as a nap room, and we have a fully equipped gym.

Having unlimited leave is communicated verbally, but it is not in our contract, as this is only applicable for top performers and if your workload is manageable in your absence. Our contract states 18 days annual leave, which is still pretty good if you add in all the public holidays."	"HubSpot proclaims to be a company with HEART but that is not the case, which is a let-down as I was led to believe otherwise. Employees and Managers are not treated equally or held to the same professional standards. There is also a bias between local and foreign employees.

Managers who should be on our UGJ (HubSpot's Use Good Judgement Policy) plan due to their insensitive unethical behavior, comments and action - do not, but instead wins a trip to our annual President's Club and not because of hard work but due to riding on the coattails of the team. 

Many complains have been made from various people to HR but our HRBP does nothing. There is no consequence to bad behavior and it is made to seem like we are sensitive and should not finger point, and instead we should be the ones to reflect on our own behavior and not nit-pick. When HRBP follows up, it is just a formality, to document, and it is a waste of our time as our feedback gets brushed under the rug, because HRBP has more important things to do. HRBP is hardly in the office, we all wonder what our HRBP actually does. 

HR is suppose to play a big role in mitigating conflicts. Conversations with HR are expressed as confidential but that is not the case, whatever feedback you've shared gets passed onto your manager. There is no trust and no psychological safety whatsoever. When you try to set up time to talk with HRBP, it either gets rescheduled because HRBP out of office or never happens at all because it gets forgotten and you are left hanging wondering, ""What is the point?"". Our HRBP tends to get emotional and has expressed that receiving personal feedback is not a strong suit. How then are we supposed to communicate to our HRBP if there are certain things we are unhappy with HR on?

Just a few days ago, I saw someone left a feedback on Glassdoor titled ""Shady practice being rewarded"". Our HRBP should have flagged that AE to management and put that AE on our UGJ plan but did not, if that AE was on the UGJ plan, promotion would not have been triggered and people will not be angrier at this outright scam. Now the whole Singapore office is talking about it, even though no names were mentioned, we know who it is and it is driving morale down.

If our HRBP claims to not know about this issue with that AE (which has been happening over an extended period of time and isn't a one -off case), it can be believable, because our HRBP does not bother to build relationships with employees or help resolve internal conflicts, but instead panders only to senior leadership."
34	One of the Best Places to Work - Culture of Growth and Quality of the People is Unparalleled	 Anonymous Employee	7 Nov 2019	5.0	"SingSpot is easily the best company I've worked for! 

First up, let's talk about the perks at SingSpot! Many of these reviews say they're unreal but let me break it down a little. It's a 'known fact' that Singapore's national pastime is eating - SingSpot delivers above and beyond on that front. Here's a list of what's in the mix: Waffle Wednesday, Catered Thursday Lunches, (newly-introduced) Panini Friday, End-Of-Month (EOM) Pizza and EOM Drinks. Not forgetting the amazing and well-stocked pantry - coconut water, green tea, ice creams, assorted nut dispensers, regional tidbits and 2 beer taps. 

If you think we're all about food and drinks, we have got in place an on-site gym and an annual gym subsidy for folks to balance the sinful indulgence. It does seem apt that I mention a little about our focus on Health and Wellness, especially after all that speak about eating and drinking. What we got at SingSpot is an insanely good medical and insurance coverage! It even covers visits at the Chiropractor and TCM specialist. What's more, we've even held massage sessions at SingSpot during our Health and Wellness Week. 

We are also a rather fun-loving and diverse bunch! Fun fact, we have more than 20 nationalities in the APAC region and that really brings on different perspectives. We also get together frequently as small groups and a couple of times every month and every quarter in big groups. Some cool gigs we've hit up in the past- Virtual Reality Park, LaserTag and Fragment Room. We have various interest groups ranging from the cat-lovers group to school alumni groups and women groups to a ping-pong club. 

It would be an absolute crime to not mention the unlimited vacation program and the flexibility to work from home. I love how the company recognizes how everyone may be wired differently - working remotely may help one to deliver their best work. To appreciate longer-tenured employees, HubSpot also offers a five-year sabbatical program which is a 4-week paid sabbatical with a $5k bonus! For those who may be interested, we do provide Employee Stock Purchase and Grants along with the employment. I do also think that we're quite competitively compensated at SingSpot. 

I also adore the work-life balance here - leaving work on time means I get to pursue my other passions/interests outside of work which value-adds to my work.

Now on to the 'more important' perks! HubSpot values personal development and growth of every single employee. The culture of growth and learning is seen in so much that we do - monthly new hire panel, new hire training program, workshops, AMAs, Specialized Training, Company Wiki and our Internal Online Learning Center. The leadership here is extremely transparent - we even have access to the decks/documents from their off-sites. The extremely feedback-centric culture might feel a little uncomfortable at the start but soon enough, you'll look forward to receiving them and eventually delivering some of your own. One of the rare perks I don't see often in other organizations will be my one-on-one weekly sessions with our Managers and Team Leads. These sessions have been truly critical in removing my learning roadblocks and accelerating my growth at HubSpot. The icing on the cake is the free books program and annual tuition reimbursement of $5k available to us to spend on educating ourselves. Overall, I'm just extremely grateful to be in an organization that values our personal growth and development - putting in place all they can to help us become the best versions of ourselves.
 
My last and favourite perk at HubSpot. I can unequivocally say that it's going to be the people I work with. It's one thing to read about a set of values that a company say it will uphold and one thing to see them truly lived out by everyone day in and day out. At HubSpot, it's the latter - I've seen how each and everyone I've come across has lived the ""HEART"" values out and it's such a privilege to come to work some of the smartest, knowledgeable, humble folks I've known. The resolve to solve for our customer is really infectious. It's really inspiring to see people who are trying to become the best versions of themselves and in turn if motivates yourself.  Also, I've never seen a company so happy for people who are leaving the company for further pursuits. Someone once said, ""A good measure of a company is how they treat those who are leaving."" and I think we rank pretty high in that regard.

We have great vision and plans in the coming few years. Although I can't divulge much, I'm really excited about our growth in the coming years. 

I guess this my dream company to work for. So you can say that I'm living my dream now!"	"The following may not be con per se but they're definitely areas of concern for some people:

- There are really high standards and a really steep learning curve. For some, it might be too metric-driven at times. Therefore, the intensity of the roles might not be for everyone. There's a high chance for burnouts. That said,  the management has tried to improve this with health-related workshops (sleep, posture and nutrition), providing a meditation room, building a safe space and enhancing psychological safety.
- It's an extremely fast-changing environment. SingSpot operates a little like its own startup and it's a bit of a double-edged sword. While we're agile and adaptable, we can get a little disorienting for some. We don't have a lot of policies so typically you'll hear UGJ (Use good judgment) but that can have differing interpretations. Some see this as empowerment, trust and autonomy but some view it as a lack of guidelines. To each his own, I personally love it but a little more processes/systems and playbooks wouldn't harm.
- We're also not as well-known in APAC and in Singapore as compared to HubSpot in other markets. So you might find yourself trying to even spell out ""HubSpot"" for some customers. I personally find that really exciting that we're in the process of making ourselves better known in the region.

Some other areas for improvement
KPI 
- Some of the metrics connected to performance used in this region may not be the most reflective of an employee's ability and can become customer roadblocks. They can be majorly swayed by cultural perceptions of scoring. 

Product
- While I love the frequent product updates, we can improve the way they're shared.
- Product adaptation to meet regional expansion goals can be enhanced. On the product front, more localisation and more language support are very much welcomed, especially in the APAC region. We're trailing behind in terms of mobile play and eCommerce play. 
- The ideas in the HubSpot Ideas Forum can be worked on more actively (especially those with more than 150 upvotes over an extended period of time).

Career Development 
- Availability of certain roles in other regions may not be available in SingSpot, especially for more product-oriented and niche roles. However, internal mobility is great! 

Strategy 
- The playbook for certain markets such as India and some other Southeast Asian markets is still in its early stages and strategies from North America might not be as applicable. 

Cross-Collaboration
- Cross collaboration/function can be improved - introduce more projects that require the involvement of 2 different functions

Diversity, Belonging and Inclusion
- Even though we are rather diverse in nationalities and ethnicity but we can be more conscious in embracing inclusivity and belonging. Comparing SingSpot to other offices, advocacy in LGBTQ isn't as strong. Also, the choice of restaurants and food preferences during social events can take more into consideration of Muslims, Vegetarians and Vegans.  
- Also, we have quite a skewed ""younger"" group of workers  (mostly millennials) and the balance of some more senior workers could be useful for us. 

Giving Back 
- We can be more environmentally conscious - more conscious with choice of food vendors and in encouraging the use of own reusable cutlery.
- We can also give back more to the community in Singapore e.g. Blood Donation Drive, Community Events and helping the elderly etc.

Just a caveat here, no company is perfect and some of these are present in most companies of our nature (SaaS company, mid/large scale and trying to localise). These are simply things I hope we can improve on but I would still like to highlight that it's still one of the best companies I've worked for. This is so especially so when I’ve worked already for a few companies prior to HubSpot."
35	Diverse and Inclusive Work Environment	 Anonymous Employee	20 Oct 2019	5.0	HubSpot has always made me feel welcome and included right from the very first interview I had with them. Joining the company has just shown how much effort has been put in to ensure this is an inclusive and accepting workplace. From the trust the company puts in their employees to the amazing benefits, I could not ask for a better place to work at.	There could be more improvements made around career growth.
36	Sales	 Sales	18 Oct 2019	5.0	Treated like adults, Vacation Quota Relief, unlimited leave, strong share options, no capped commission. You also have the opportunity to have a seat at the table. If there is a challenge that needs to be addressed or goal that needs to be achieved and you feel you can add value in that context, senior management are open and humble enough to let you try and drive the required changes.	Quite a lefty company. Can be a bit much sometimes.
37	Working at HubSpot is both a challenging and rewarding experience	 Customer Support Specialist	17 Oct 2019	5.0	The people and the culture of HEART - nothing gimmicky about it! Unlimited leave/vacation is my favourite perk! Plus, the health and wellness benefits are awesome because it allows you to take care of yourself and essentially you can bring your best self forward :)	Super fast-paced! Everything changes quickly so you are expected to adapt and learn on the go. Expectations are high so not breaking under pressure is important.
38	It's a amazing place to grow better, period!!	 Sales	17 Oct 2019	5.0	"- Great like-minded folks around
- Leadership is transparent about in and out of the company
- Great vacation and health benefits
- Autonomy at it's best
- Employees wellness is actually well looked after
- There's never enough to learn it all - you cannot stop learning at Hubspot"	"- Need more core growth roles in APAC
- Should involve individual contributor roles into decision making; esp when those teams are small / just individuals and spread across the globe"
39	Great place to work	 Anonymous Employee	15 Oct 2019	4.0	"- Great people
- Great benefits and flexibility 
- Continuously growing and the organisation truly cares about 'growing better'"	- Change management could be improved
40	HubSpot Review	 Igs	14 Oct 2019	5.0	Open culture, good interview process, very helpful employees, structured process, clear-cut matrix for measuring and improving performance	India strategy still shaping up
41	Great place to work	 Anonymous Employee	8 Oct 2019	4.0	Great company culture. Excellent perks. Heavily promotes learning and self-development i.e. free books programme, annual tuition grant to take courses etc. I also appreciate's management's commitment to diversity and inclusion - truly feel that I can be my authentic self at work.	Work can feel very siloed - you work on your own set of prospects/ customers/ projects. Not necessarily a bad thing as you are then accountable for your own success. As other reviewers have pointed out, internal mobility is also a challenge.
42	A company with an empowering culture that focuses on you	 Customer Support Specialist	2 Oct 2019	5.0	HubSpot values learning and growing - and it practices what it preaches. As a HubSpotter, I have always felt like my job was being valued. Additionally, It's surprising to see how the leadership focuses a lot on the personal development of all employees, and I see myself growing as much as I want to in HubSpot. Never want to leave this place!	"The company is growing  rapidly and is naturally prone to many cons of a normal ""entreprise"", so the next few years is going to be an important period as much as it would volatile and unpredicted."
43	Love working at HubSpot	 Sales Representative	29 Sep 2019	5.0	"The perks are great. 
Management team is raising the bar. The MD is approachable, transparent and always there for the team. I have not seen this kind of leadership ever. There is a big vision set and he is driving the team towards that. I feel it is a good mix of high performance with a fun environment."	We can do more to help the community here in Singapore. We do a few events but can do more on a regular basis
44	Great benefits, weak leadership.	 Anonymous Employee	25 Sep 2019	2.0	Benefits are unparalleled - good compensation, excellent medical coverage and unlimited vacation.	Leadership is out of touch and sorely lacking in transparency. MD makes the sales team do this insane 'blood commit' (it's actually on their calendars) where reps commit a number - with their blood. Not sure why no one in the leadership team has said anything about it.
45	Great company, but few opportunities for internal mobility in Singapore	 Customer Support Specialist	12 Sep 2019	4.0	"- Great benefits!! Fair pay
- Great people and managers
- HEART is really a thing – people really are Humble, Empathetic, Adaptable, Remarkable and Transparent. My favorite part of all is the Transparency – it's radical, makes it easy for you to get stuff done and builds trust 
- Great culture
- Awesome pantry
- Fast paced environment – I like this so it's a pro for me. We move really fast and try very hard not to break things. 1 year here is like 3 years in another company, you get to learn and grow quickly, as long as you can keep pace 
- Psychological safety is a thing, people care about it and about you"	"Internal mobility is really hard in Singapore because it's a smaller office with less roles. Many of the cool roles are only available in Cambridge (HQ) or Dublin. 

Sucks because it's an office where you have a lot of talented and hardworking people early in their careers (especially in the Support team), who are dying to learn more and build their knowledge and skills. There are many who are pretty tenured and keep working hard but it's extremely demoralizing when we don't see the light at the end of the tunnel (i.e. roles that we can see ourselves moving on to)"
46	Great place to work, moves really fast	 Anonymous Employee	11 Sep 2019	5.0	"- Great benefits - unlimited leave, amazing medical coverage, employee development, free books
- A lot of autonomy given at work. Flexible hours and ability to work from home
- The People. My manager is amazing, I have so much to learn from him. And my team is also great to work with."	Product changes constantly, so everything moves at a very fast pace. You are expected to be able to keep up with it on your own, don't expect to be spoonfed. Might not be suitable for someone who doesn't thrive in such fast paced environments.
47	An amazing company and software, albeit struggling to make a difference in Asia	 Service Organization	11 Sep 2019	3.0	"This is a review of the Singapore branch:

HubSpot is an excellent company with lots of positive attributes. While compensation in the service organization is not overly competitive, the training and exposure received are worth the effort. Perks are generous, and a high degree of flexibility is offered to employees, such as working from home or unlimited leave (although these are often abused in this region). The product is definitely one of the best CRM / Sales / Marketing automation tools globally for Small and Mid Market companies (although very US-centric - significant improvement could be made on regional adaptation)"	"- If you already possess good knowledge about Digital Marketing / Automation / Sales processes as you enter the company, you will likely hit the ceiling quickly as the majority of clients are small businesses that are unsophisticated in their use of technology.
- Most managers are inexperienced and would tend to repeat mistakes. That includes things such as not taking actions on low performances, constantly asking subordinates on what should be done and lacking rigorous standards to help team members grow their skillset.
- Leadership is generally not knowledgeable about our product and competitive landscape (lack of technical knowledge and business acumen). It makes it difficult for them to evaluate the resources they need or differentiate between top performers and those requiring improvement.
- In Singapore, the perks granted are often being abused. However, little to no actions are taken by management to enforce more discipline.
- As most staff is below 30 (average age around 27 years old), you rarely feel challenged by more senior co-workers.
- While the Software is great and globally competitive, there is almost no plan to adapt the product roadmap and processes to Asia (SEA/India). As a result, growth in this high potential region has somewhat been disappointing."
48	Fast-paced, independent, transparent	 Anonymous Employee	10 Sep 2019	5.0	"- Smart, highly-motivated colleagues who take ownership of their work and are proud of what they do
- Friendly, humane environment where everyone looks out for each other
- Big emphasis on learning and personal development
- Management is committed to connecting with team members on a personal and intrinsic level
- The benefits are really not bad at all! You really do have peace of mind knowing that your insurance that covers almost every medical risk you can anticipate as a regular adult."	"- Emphasis on individual ownership and independence at times bristles against Management objectives and pressure to conform to high standards
- The constant changes to the product can make it challenging to keep up
- Strong emphasis on feedback and honesty can be quite intimidating for some, especially those who are less culturally inclined to talking back or being frank with team members and superiors"
49	Awesome place to work!	 Customer Onboarding Specialist	1 Sep 2019	5.0	It is a company with a great culture, co-workers, managers and (of course) benefits!  The company truly empathises with its employees and creates an environment where it allows us to perform to the best of our capabilities and at the same time maintain a great work-life balance.  For example, I had great support throughout my pregnancy and was able to have alternative work arrangements when needed. This enabled me to enjoy the best of both worlds!	It is a fast-moving company, things are dynamic and priorities change. It is important to have a growth mindset that motivates you to learn and adapt so it may not be for everyone.
50	Best company I've worked for so far	 Anonymous Employee	29 Aug 2019	5.0	The culture is unparalleled - supportive teammates, flexibility in working arrangements, respect for time off, ability to achieve 'work-life fit', free books and excellent health benefits. More than this, I appreciate how most people are willing to give and receive honest feedback. Expectations are high at HubSpot, but that's because we expect everyone to strive for excellence and perform at our best.	The Singapore office is still young and growing fast, so some processes haven't quite been figured out yet.  Not all strategies from HQ in North America are directly applicable to the APAC market, so there's some work to be done in localising the business here.
51	Great place to work, but not for everyone	 Anonymous Employee	29 Aug 2019	5.0	Encourage to stay out of the comfort zone constantly.	Over estimate the forecast, and hire too much people.
52	Best Company To Work For!	 People Operations	26 Aug 2019	5.0	"THE PEOPLE! 
You are almost 100% guaranteed that you'll be working alongside with people who are amazing at what they do. 

THE LEARNING OPPORTUNITIES!
This is a company that truly cares about the employees and wanting the employees to grow and develop both professionally and personally. Lots of developmental programs, initiatives and opportunities to learn from others. E.g. 5K SGD tuition reimbursement grant per annum for everyone, free books programs, e-learning platforms, master class, internal wiki, the list goes on… 
THE AUTONOMY AND FLEXIBILITY!
Employees are trusted and given the autonomy to be at their best. E.g I work more efficiently and effectively at home and I had the flexibility to work from home whenever needed without providing justification. (This may subjected to the team due to the nature of your work)

THE BENEFITS
A company that takes care of the employees, amazing benefits! Eg. Unlimited leave, I took 30 days last year (The guideline here is to USE GOOD JUDGEMENT). Unlimited TCM, maternity coverage, awesome medication coverage where your dependents will be covered too"	Not that I can think of now.
53	Why joining HubSpot is even better than an MBA	 Anonymous Employee	24 Aug 2019	5.0	"There are many reasons why HubSpot is the place to go work for. A lot of tech companies use frills like very attractive perks and benefits (modern designed offices, unlimited vacation, great insurance coverages, parents benefits and many more, we get the drift) and dangle in your face. I think that's besides the point why. 

People leave a workplace (no matter how nice everything else is) if they do not feel secure, have a poor manager, or does not believe in the management of the company. 

Let me illustrate how HubSpot has well thought out systems and teams to protect against that disenchantment that attrition is real if none of the above is met. 

1. Feeling secure
The day that you join HubSpot, regardless of team / role / title, you go through an onboarding program that is world-class. Everyone will learn about the product, and everyone needs to do an intensive project that will put one in a potential customer's shoes - learning how to actually use HubSpot's platform. Having gone through 3 months of onboarding led by the Learning and Development team, you basically are left with very little chance of failing in your role. Learning doesn't stop when onboarding ends. HubSpot really believes in investing in employee development, because if you do a quick search, you'd come to the realisation (as did we) that the cost of hiring a replacement and re-training far outweighs the cost of ensuring that employees are able to adapt and keep themselves upskilled for tomorrow's job. Everytime there is a new significant product change / launch, every customer-facing team (Sales, Services, Support) undergoes training to ensure we know how to talk about it, sell it, and teach customers to use it. Besides internal trainings that are required, HubSpot also believes that when you are upskilled, you also become a more valuable employee to the company. We have a very generous annual tuition grant of S$6750/year for accredited courses, and a discretionary budget for any employee development course, as long as you know that this will help you get ahead in your career. I've since used the budget to take online courses from Harvard Business, Stanford Centre of Professional Development, and other SEO-related courses to enhance my knowledge. We also have our internal Learning Management System called Learn@HubSpot, and these are all FREE to take. There are particularly interesting ones like ""Communicating Effectively With Executives"", ""Why Is Internal Mobility"", ""Working from Home Etiquette"" to job-specific skills like ""Intro to API"", ""Google Ads Advanced Training"" etc. With so many resources available to ensure that you are successful, if anyone complains that they feel they are not progressing, it's really on them to take the initiative to grow, and not just grow, but grow better. I know that all these don't just benefit my role today at HubSpot, but also prepares me for any future endeavours I wish to pursue in the future. If anything, HubSpot allows me to feel like I've stood on the shoulders of giants to accomplish what I have.

2. Great managers
It is not possible to have perfect managers at any company. The realistic and pragmatic expectation is how best we manage a poor-performing manager, and ensure that others have the chance to grow and become a great manager. I am an individual contributor, and I have seen my fair share, and worked with amazing managers at HubSpot. These are individuals who care greatly about the success of their team and solve for their team. Everyone at HubSpot lives by the motto of ""Solving for the Customer"", now, our managers live by the motto of ""Solving for the team"". Their main job is to remove any obstacles that prevents individual contributors from performing and excelling, and then let them do their magic. Of course, not all managers are amazing, but there are feedback channels available to surface this to management. It is on the management to ensure that poor managers are trained, and if not, let go, in order to not harm the entire team. I've seen senior managers in very highly visible positions get let go because their performance is just not up to par. It sends a huge message that when the team is not performing, it's usually because the manager isn't managing well, and we are not afraid to make hard decisions when needed.
Usually such decisions are made in the HQ, because these are also the managers who have the greatest impact to either hurt progress, or forge progress. 

3.  Believing in the management of HubSpot
This is my number one reason aside from the rest why I think working in HubSpot beats going for any MBA program. The executive leadership team is highly transparent. We are talking about 80 pages business strategy memos written by senior leaders that are shared to everyone in the company. There are HELMs (HubSpot Executive Leadership Meetings) and various board meeting decks being shared. Essentially, if anyone who has poor judgement and wants to screw HubSpot over with divulging such information, can. But most don't, and won't. When you are given a lot of information and responsibility to protect HubSpot's future, you tend to act in the best interest of the company. I think this is something that many tech companies say they are transparent, but don't act as they do. All our leaders are also available through Slack, and you can literally just reach out to any senior leaders and ask them anything. I recall having to get some information from our CPO (Chief People Officer) Katie Burke, and she responded to me within a couple hours. I'm based in Singapore, and I have access to our top management in the US, in such proximity. Imagine how powerful that can be in a 2,600 strong company. For the most part, when we say we want to do something, and set it as a company goal, we usually do it, and make bets on it. I've seen how my own role has transformed since the last 1.5 years because of the nature of the development of HubSpot. As we started from a Marketing software company, we have now grown into a platform company. My KPIs have evolved to align with the progress of the business, and everyone is very agile in ensuring that we keep acting and delivering to evolve the company. Our COO strongly believes in HubSpot being big and fast, and I think we are getting there."	It's not all a bed of roses at HubSpot. But when you think of any cons and weigh it against the pros, any reasonable and logical person will be grateful and be counting their blessings of just how lucky being a HubSpotter really is. I remind myself to not take things for granted because of petty trivial things that as with time, this too shall pass.
