	Summary	Job Title	Date	Overall Rating	Pros	Cons
22	Great start-up culture for someone who likes to own and pioneer	 Senior Program Manager	27 Nov 2022	4.0	Best Day 1 Culture Collaborative Great teammates Competitive pay	High reliance on US tech Not as employee friendly compared to other Big Tech
23	Transportation Analyst	 Transportation Analyst	22 Nov 2022	5.0	Great culture and perks, super smart teammates.	Downside is data is not exactly clean
24	Ok but not recommended for an intern	 Senior Program Manager Intern	17 Nov 2022	3.0	Benefits Compensation Brand name Some really smart people	Unsupportive colleagues Poor data management Everyone is overworked Most people don't care enough
25	Culture	 Onboarding Specialist	16 Nov 2022	4.0	The way they work, flexible, meetings, doc writing. most org should follow amazon style	Everything is based on LP. Live and die by the LP
26	Best Employer	 Anonymous Employee	2 Nov 2022	5.0	- Very inclusive - Cares for employees - Offers good compensation	- Must be willing to relocate
27	Opertion Specilist	 Operation Specialist	1 Nov 2022	4.0	overall i would say everyone are very Friendly	Growth a bit slow overall.
28	Good for learning, Bad for work life balance	 Program Manager	30 Oct 2022	3.0	You get to learn from really smart people in a minimally political environment	You hardly can rest because there's just so much you have to do beyond working hours
29	Good place to work	 Senior Program Manager	30 Oct 2022	4.0	Ownership Ability to take risks Impactful work Good Pay WFH	Teams/stakeholders might be just too busy culture of self-discovery
30	Experience working there	 Recruitment Coordinator	26 Oct 2022	5.0	Great culture Great team Great setup	High volume and high paced.
31	Na	 Vendor	16 Oct 2022	3.0	Nice drinks and nice environment	Too messy in term of organization
32	Can be great if you are okay with Contact Center environment	 Account Health Support Specialist	16 Oct 2022	4.0	Great people. Seriously, I met best managers and coworkers and leaders here. Everyone is willing to help you and sometimes your colleagues make it okay when you had a tough day at work.	It's like they need you to be always doing something. On top of your usual work handling tasks, you will get pressured to taking side projects if you wish to step upward. That can be expected but even if you drive yourself chances of getting promoted can be quite slim. Also, not enough perks/benefits. They do not have extra flexi benefits to spend and do not even have lucky draw at the end of the year or something. Even when they do site wide events the winner gets like $30 reward. No iphone 14 :)
33	Good company	 Senior Consultant	14 Oct 2022	3.0	Good brand .And improvement for your career.	Lower salary comparing with other FLAG companys
34	nice	 Google Ads Specialist	11 Oct 2022	4.0	good food and nice office	bad pay not great team
35	Go for it only if you don't need private life	 Senior Vendor Manager	6 Oct 2022	1.0	Office location is in CBD	"- No work life balance
- No human resource in the name of ""frugality""
- Low salary compared to Google/Meta/Apple"
36	Fulfillingly demanding	 Associate Vendor Manager	5 Oct 2022	5.0	Amazing welcoming community, diverse background, endless learning resources.	It's a contract role and the potential for conversion to permanent position is uncertain; therefore struggle to feel connected to the company, people and work.
37	Good culture	 Customer Service	30 Sep 2022	5.0	Learn from many talented seniors	Every day is day one
38	Review	 Technical Support	25 Sep 2022	5.0	Awesome Day1 experience, whole new work Day1 culture which is different from other mnc, great office environment	awsome good pantry that will make you fat =))
39	Good benefit	 Account Specialist	21 Sep 2022	4.0	Good colleague and good benefit	Can’t think of it yet
40	Great Culture and Benefit	 Community Marketing Manager	19 Sep 2022	5.0	The leadership principle culture is amazing and all leader really breathe and live with that. One of my favourite LP is disagree and commit. The benefit also amazing and very generous, it's weird feeling when other tech company is hiring freeze in 2022 and layoff but Amazon still hiring and thrive for growth.	Complicated system and not fluid with the process. Since Amazon already a huge company, there's WIKI and training for EVERYTHING. You will be overwhelmed with the number of training, workshop, and onboarding items on your embark. But in the end it will help you, but it's not for everyone. Amazon is a very peculiar company.
41	Research scientist intern	 Research Scientist	14 Sep 2022	5.0	It's a chill place to work and the problem scale is interesting. Would definitely explore full time opportunities here.	Very few cons but WFH makes it hard to make friends at work!
42	Fantastic company to work for, one of the best in my career	 Post Lead SEA, ALOM	12 Sep 2022	5.0	"- a strong, supportive culture that values the employee's well being
- many opportunities for career growth
- engaging projects
- diverse team"	- there is a lot of information to learn at first, but it is better than having none!
43	Grateful to join a great team	 Technical Program Manager II	5 Sep 2022	5.0	My manager values WLB a lot. Although I am working with my team members remotely all the time, it doesnt block my motivation to work hard and discuss / chat with my teammates because they are all very nice and friendly. I look forward to my future growth together with the team!	I do not have teammates located same as me so I work from home everyday. Not necessarily to go to office but still feel a little bit of physically disconnected.
44	Least attractive among Big Tech Companies	 Senior Financial Analyst	3 Sep 2022	3.0	Pay is decent, but no variable bonus	work life balance is the worst among FAANG, Highly recommend to join other companies in FAANG.
45	Complicated system	 Account Executive	2 Sep 2022	1.0	Sign on bonus and stocks	Complicated interface. Too many escalation path
46	Everyday is always Day 1	 Anonymous Employee	2 Sep 2022	5.0	"- Surround by smart team mates and they always very helpful. No unanswered question left
- Everyday is really Day 1, you will absorb every info there is in your first 3-6 months"	WFH is kinda default mode, for new joiner is a bit shocker when you came to office in your day 1 but nobody greet you or welcome you. You will need to do everything by yourself eg: setting up email, etc.
47	Excellent Job for graduates	 Account Health Specialist	2 Sep 2022	4.0	Always Day 1 in Amazon. Good for people who prefer fast pace setting and learning new stuff all the time	Managers do not know the day to day job of the specialist and do not handle the customers themselves, yet still trying to tell us to observe our metrics on how to handle customers
48	Fast-paced and Fulfilling Job. Awesome Place to work for.	 Program Manager	2 Sep 2022	5.0	"- Awesome environment to work in with everyone being very helpful
- Amazon hires the best - everyone is really smart
- Flexible work arrangement. Still mainly WFH.
- Good work culture"	"- Tough interviews (to hire the best)
- No other cons"
49	good for CV but overhyped company	 Marketing Manager	1 Sep 2022	2.0	"- smart and hardworking colleagues
- competitive salary"	"- repetitive tasks
- long hours
- legacy systems which are really outdated and poorly integrated, quite unexpected for a tech company
- steep learning curve
- strong competition within same team"
50	Fast Paced Environment, Great for Growth	 AWS Cloud Architect	29 Aug 2022	5.0	The environment is very fast paced, with fantastic learning opportunities since Day 1. Salary and compensation is good (RSUs etc), not to mention the strong brand name/prestige that comes from working at FAANG. You also get to work with highly intelligent people.	Work life balance leaves more to be desired, but that's due to being shorthanded in a high growth sector.
51	Good for cv	 Marketing Manager	24 Aug 2022	2.0	"great for cv
Really smart colleagues"	"Sharks... everywhere. They can definitely know when you're bleeding. 

Spend too much time on docs and reworking them. The amount that people bs on docs is too much."
52	Job experience	 Risk Manager	28 Jul 2022	4.0	"Respect environment. Everyone is nice and helpful
Nice working environment in office and hybrid"	"Strong competition 
Everyone is very hardworking so not so much work life balance if you value personal time after work"
53	Fast paced and self learning	 New Account Specialist	25 Jul 2022	4.0	Learning new stuff and working with committed colleague	Some of your personal time will be taken up as a result
54	Fast turnaround, professionally managed	 Sales Operations Manager	14 Jul 2022	5.0	"Very clear guidance delivered professionally
Quick turnaround from first contact to offer
Clear communications and expectations
Solid feedback post interviews"	Significant prep work is required for interviews
55	AWSome Onboarding Journey	 Training Specialist	13 Jul 2022	5.0	"Supportive Team Members
Positive team vibes
Tools everywhere to help one to succeed in the role
Its ok to make mistakes, learn and grow
Wikis for new hires/existing staff for learning"	Have to raise Trouble Tickets for access to most platforms although approval is granted within reasonable time-frame.
56	Motivated environment	 Associate Technical Account Manager	12 Jul 2022	4.0	A place that greatly values learning and working together. You will be highly motivated to work and scale new heights	Employee benefits are not as robust as your counterparts in USA
57	this is an anonymous post	 Senior Cloud Architect	7 Jul 2022	5.0	this is an anonymous post for salary	there are no downs in working for amazon
58	A competitive and demanding job	 	2 Jul 2022	4.0	"- Good salary, great exposure and progression
- No degree necessary
- Work resources available almost all the time
- Team is there for you when help is asked"	"- Overwhelmed by things to learn at the start
- No additional wage supplement until at a higher Level
- Tough interview
- Expected to be proactively learning, and produce output constantly"
59	Amazing work culture	 Assistant Vendor Manager	30 Jun 2022	4.0	Flat hierarchy, colleagues are all very helpful, the work-life balance is amazing and the pantry is amazing	lack of autonomy within teams that are smaller
60	Cool Place to work for	 Alliances Manager	29 Jun 2022	4.0	Innovative Company focused in growing the customers and understanding them. Fun place to work for.	Must write a promotion narrative with data points to support promotion and get various sponsors.
61	Employer review	 Principal CSM	24 Jun 2022	5.0	"Learn customer obsessed culture
Great people working with you
Highly employee friendly environment
Great learning"	Dont have any Cons so far
62	Good job - its a place for builders	 Senior Technical Account Manager	20 Jun 2022	5.0	"Nice Salary, 
Good Employee Benefits - Insurance Cover 
6 weeks of parental Leave, 
Mobile bill Reimbursement
Various Offsite to keep employee spirits high
Stock option
20 Annual Leaves
Hybrid Workplace - No mandate to come to office everyday.
Clear responsibilities defined for your role
3 months of training , something not a lot of other organisation have.
Onboarding buddy provided for your initial days at Amazon
Offices are filled with cookies , cola drinks , breads and ice creams.
Reimbursement for work from home equipment Like chairs, table, monitor etc"	"No Annual bonus
There is a decent chance that annual hike might not happen
Place for builders , so work can become exhaustive.
Work life balance
Amazon will tell you what to do , but how to do , is something everyone has to figure out on their own"
63	Awesome	 Enterprise Service Manager	16 Jun 2022	5.0	"- Always learning
- escalations are encouraged
- Inclusive, Diversity and Equality is the norm"	"- need to be able to prioritize on the urgent and important tasks
- Day 1 means always building building, processes are guidance and may not be prescriptive"
64	Stressful environment	 Account Health Support Specialist	15 Jun 2022	3.0	The pay and benefits are good. Can learn different cultures in US company and work with foreign colleagues.	"Call Center job. 
No time for toilet. Even there’s two 15 mins breaks but it was according to the system so you only can go at the certain time. If you can’t finished your call before the break time then you might not able to go for your break.

Toxic environment. Gossip alot. Very hard to have progression because managers are bias."
65	Its Always Day 1	 ESM	10 Jun 2022	5.0	Excellent working environment, good colleagues and great synergies between teams	No cons so far noticed
66	Working Environment	 Associate	8 Jun 2022	3.0	Even though it is a huge warehouse, the management tries their best to keep the working environment safe. The employees are also very friendly to everyone, especially to the newly hired associates.	Limited shift and the pay are not attractive enough.
67	I worked as TPM for 18 months	 Technical Program Manager	7 Jun 2022	4.0	"Excellent benefits.
Work life balance, but do expect some meetings to be held at wee hour."	"Promotion may be super difficult depending on the team and the colleagues you work with. 
Base pay is below market.
Ridiculously low annual salary review (regardless performance), probably the lowest increment I ever had in my entire career life (16 yrs).
Stock option no longer attractive."
68	Good	 Team Lead	6 Jun 2022	1.0	Good learning curve, lots of opportunities for lateral move.	No WLB, can have better time-off,
69	Technical Program Manager	 Technical Program Manager	31 May 2022	4.0	Manage your own scope and time	On-board virtually and have team resides globally is a challenge in ramping and team building
70	Be ready and embrace change	 Partner Development Manager	30 May 2022	4.0	"- Great environment with lots of smart people.
- Company culture values loyalty and respect tenure
- Data driven and rational decision making processes"	"- As with all large organisations, there are parasites around trying to gain credits for work
- Change is so common that it disrupt proper work
- Expected to contribute above and beyond which means high pressure and stress (albeit still manageable IMO)"
71	Depends on what you really want	 Operations Associate	24 May 2022	2.0	Get to know more people	Endless work and repetitive jobs
72	huge opportunity	 Anonymous Employee	20 May 2022	4.0	"market leader and wide reach
flexible hours
hybrid setup"	"process duplications
weak internal tech tools for a tech company"
73	Working as AHS	 Account Health Support Specialist	17 May 2022	4.0	Good benefits, medical coverage and leave entitlement	Need to be Good at multi tasking and handling frustration.
74	Good learning environment	 Account Manager	14 May 2022	4.0	"High standards 
Smart and hardworking co-worker"	"Long working hours
Overwork
Change of priority frequently"
75	Customer-centric and goal-driven organization	 Anonymous	5 May 2022	5.0	"- Nice office locations in the center of CBD
- Better work-life balance than a lot of my previous organizations (I worked for banks).
- Very customer-centric, everything we do we do it for our customers 
- Very helpful colleagues who will always try to make you feel welcome
- Embraces working from home"	- A bit disorganized since it is still considered a startup, will take some time to really understand your own roles and everbody's else roles.
76	Good benefit	 Solutions Architect	30 Apr 2022	5.0	Great culture, great colleagues, decent office.	Sometimes really challenging customers to handle
77	MNC culture	 Anonymous Contractor	19 Apr 2022	4.0	"good office facilities & views
very flexible working style and hours"	"big dreams and capabilities but most employees are not passionate. 
a lot of deep diving in metrics, reporting on wins & misses but never put learnings into good use, which makes it redundant."
78	Fast-paced,  awesome team	 Operation Lead	19 Apr 2022	4.0	"Good team support
Existing work growth opportunities
Frequent job training"	"Fast-paced working environment
Turnover pretty high"
79	Onboarding at Amazon	 BD GTM Specialist Leader APJ	13 Apr 2022	4.0	Great self paced process, training content sequencing, and focus on enabling employees around the leadership principles and culture at Amazon!	Initial days at overwhelming with the content!
80	Great place	 Category Specialist	7 Apr 2022	3.0	Always learning something, it’s okay to ask questions	No proper training before on boarding to the role
81	Many pluses and some minuses	 Finance	4 Apr 2022	5.0	"-Team is friendly and helpful.
-Supporting Asia, good work life balance.
-Nice office at Asia Square (there are multiple work locations, depending on the team you are with)
-Reasonably good supplies of free drinks, snacks, fruits, etc at the pantry and there are many pantries!
-Good pay"	-Frugal (i.e. stingy) in terms of notebook (small screen, no touch screen) and travel policy (no business class even if flight time is beyond 8 hrs).
82	Consulting	 Software Engineer	31 Mar 2022	3.0	Flat Management structure and family type.	You are a full-stack software developer.
83	Interview takes a long time with more than 3 rounds.	 Partner Client Architect	31 Mar 2022	1.0	Much new things to learn.	Lots of work and much OT.
84	good exposure	 Account Health Support Specialist	27 Mar 2022	3.0	learn projects management through stretch opportunity and side projects.	too structured culture and old school thoughts, no presentation skill needed, just writing, which is so boring, and job satisfaction is low because there are so many Leadership principle to frame you up.
85	Overworked, and additional ad-hoc projects	 Data Center Technician	25 Mar 2022	2.0	The prestige of working in the world's biggest company	Very competitive company everyone is up stepping everyone to get recognized.
86	AWS Great Place Learning	 DCEO ( EOT)	24 Mar 2022	3.0	AWS is a great place to learn. There’s a lot of brand new stuff and learning program offered to employees to continue diving deep into their own career development in view of future perspective	There is no work life balance. AWS promotion is very slow and the workload here is damn overwhelmingly big. Have to quickly adapt in this fast pace and stressful environment.
87	New Joiner Review	 Senior Cloud Architect	22 Mar 2022	5.0	The company lives and breathes by the Leadership Principles, they are not for show unlike other companies, and the culture is excellent. The focus on onboarding is the best I've seen in my 10+ years of working. Hierarchy is flat, the colleagues are excellent, there is a high level of psychological safety in terms of speaking up and making honest (non-deliberate) mistakes. All of their working principles are backed by scientific research you have probably read in articles (eg. Harvard Business Review, etc), but almost never followed in your current company ever - except Amazon. Technical wise, you working for the world's best Cloud Provider and have a ton of opportunities to learn.	"The culture is not for everyone. 

You have to be very disciplined, a self-starter, and manage your own time and career. In short, you must have a high degree of ownership. This is not a con if you have the right mindset and making very deliberate choices on what you want to focus on (job, experience, family, etc.)

Looking at what others have written negatively, especially about work-life balance, they are more of a bad fit rather than a con of working at Amazon. There are many avenues to seek help when you feel overwhelmed, but you have to own the decision."
88	Potentially confusing environment, but great colleagues	 Program Manager	21 Mar 2022	4.0	I love my coworkers and seniors. They are all very smart and give great feedback.	Environment of builder-culture can lead to lots of confusion and double-work.
89	A-MAZE-ON!  - amazing and a maze to figure!	 Compensation Specialist	20 Mar 2022	5.0	plenty of opportunities, legitimately 100% peculiar, great vibe	overwhelming from time to time, given the scale of the company
90	The Leading Cloud Provider	 Senior Specialist Solutions Architect	18 Mar 2022	5.0	"Work with best minds in industry
Understand the culture of innovation
Best chance to learn about AWS Cloud"	Nothing I can think of
91	One of the best company I have worked with	 Field Mechanical Engineer	16 Mar 2022	5.0	Lots of learning and opportunity to innovate.	Lack of processes which makes it difficult for new hires.
92	Mba	 HRBP	15 Mar 2022	5.0	leadership principles and high standards	Huge company may hinder speed
93	Onboarding	 IT Support Engineer	14 Mar 2022	5.0	Great way to introduce new staffs of the company policies	No Cons to report so far
94	Amazing Experience	 Senior Program Manager	13 Mar 2022	3.0	Fast paced, a great place to learn and work with full freedom	Work life integration issues in the long run
95	Good	 Senior Program Manager	9 Mar 2022	5.0	Excellent work culture, lots of opportunities	Performance driven culture, still good
96	too many repetetive processes	 DCO Technician	7 Mar 2022	3.0	good colleagues and helpful team mates	the processes keep on adding and there is no end to it.
97	Top executive are jokes!	 Sales Associate	1 Mar 2022	1.0	A few of the top executive in Amazon are rigid and does not have a clue on what they are doing.They run to companies after years and sit at the top with zero clue on the ground work.	Stay away the management sucks!
98	Dislike	 DCEO Facility Engineer	27 Feb 2022	2.0	Good colleague,.working together and friendly team	Bad man management and senior management. Only focused on getting things done. If you do good, its expected. But if you do bad, they will scrutinized you badly
99	New-joiner review	 Global Account Manager	27 Feb 2022	5.0	The focus at on-boarding is second to none - learn about us, DEI, culture, peculiar things and critically the Leadership Principals. Time is allocated officially through a structured Embark Plan agreed with your direct manager. You literally will not be touching your new job until you are on-boarded and accredited and that is excellent.	The volume of on-boarding collateral is huge, and some on-boarding programs are repeats of each other. You have to be your own time-manager to ensure you do the tasks and become an efficient Amazonian - it's down to you as it is very self-serve environment in Amazon even more so now with Covid-19. But this is also a Pro.
100	Data centre trainee	 Data Centre Operations	24 Feb 2022	4.0	"Good benefits
Good salary
12 hour shift work"	"Stringent security
Long Q during lunchtime"
101	Good Learning	 Intern	23 Feb 2022	5.0	Impactful and meaningful work with good learning opportunity, many smart minds around	Too many things to do and learn, lack of work life balance - long working hours including weekends to catch up
102	Amazing Upskilling Opportunity	 Associate Corporate Counsel	23 Feb 2022	4.0	"1. Great culture of helping each other
2. Tonnes of written resource for learning and development
3. Good culture of constant feedback loops and optimisation
4. Remuneration"	"1. Messy learning systems - too many platforms!
2. Unequal expectations of knowledge on different departments - some end up having to hand hold others through established processes
3. Steep learning curve"
103	stressful environment	 Senior Solution Architect	22 Feb 2022	3.0	"work from home flexibility
base salary"	politic , promotion process, work life balance
104	Not good	 Account Health Specialist	8 Feb 2022	1.0	Break time and personal time	Headless chicken , lousy system still in the. 90s
105	Salaries	 Warehouse Associate	8 Feb 2022	3.0	The pay is good as well as the welfare of associates. There are several incentives every month.	It may sometimes feel boring.
106	Experiencing everyday is a Day 1.	 Account Health Specialist	6 Feb 2022	5.0	"Amazon is a great company; trains employees into great leaders. 
Awesome management, warm and helpful colleagues and many growing opportunities.
Amazonrians encourage one and another. Amazon has very united leaders and team members relation."	Personally I do not see any cons in Amazon. With the positive and proactive mindset, seeing things in different perspective, with learn and be curious spirit, able to accept coaching for improvements. Myths cons will always turn into pros.
107	No bonus	 Specialist	5 Feb 2022	3.0	Work life balance, big company	"No bonus, 
Difficult for career promotion"
108	Stay away	 Anonymous Employee	5 Feb 2022	1.0	The smile in your face	Then stab you in the back
109	Na	 DCEO Facility Engineer	31 Jan 2022	4.0	Good place to learn new skills	Workload is high. Tons of admin work.
110	Positive on-boarding	 Enterprise Deal Lead	30 Jan 2022	5.0	Really impressive digital/virtual on-boarding experience despite almost all WFH. A tsunami of info but well presented and managed in my first couple of months. Strong program to shadow peers to get up to speed as quickly as possible.	Many tools and systems are available and trying to understand where to go to for info can take time and coaching/ learning much through experience.
111	Good working culture	 Specialist	26 Jan 2022	5.0	"- Helpful colleagues
- Good trainings to prepare for official works"	- shift works on weekends or PHs
112	good workplace of part time	 Associate	24 Jan 2022	4.0	fun activities during festive season, manager is good, free hot and cold beverage from vending machine.	work days and schedule might not be fixed
113	Very good	 Strategy Associate	23 Jan 2022	5.0	Very good employment benefits and team culture	No con that I can think of
114	Good place for career growth	 Engineer	19 Jan 2022	1.0	Good place for Career advancement	"Low pay for the hectic works . 
Poor management."
115	Great Onboarding experience	 Solutions Architect	18 Jan 2022	4.0	"I've only been here for less than 6 months, so main comments are regarding onboarding experience
- Very helpful manager/mentor and team. Can't comment on other teams though.
- Guided onboarding with clear tasks and activities to perform
- Choice of laptops
- WFH equipment compensation
- Mobile/bill compensation
-AWS exams compensation
- Flexible working hours"	"- Be prepared for information overload during onboarding period
- Even though it is encouraged to have a good WLB, it is difficult to keep up with the amount of things to do"
116	Technician	 Technician	17 Jan 2022	3.0	"Good Amazon feedback
Bonus was nice
Social place"	There is a 5 word minimum
117	Great place to work in	 Principal Product Manager	16 Jan 2022	5.0	Even though Amazon has got some negative press, its actually a great place to work in. The work you do is meaningful and has immediate impact to large communities. It's usually bar raising work and can be meaningful to your career especially in cloud and tech.	It can be quite taxing. The pace of growth is very fast, so everyone needs to learn to sometimes take a break.
118	Everything is Good	 Account Specialist	14 Jan 2022	5.0	Everything is Good : )	so far so good : )
119	Good company	 Associate	11 Jan 2022	3.0	Best resource.people are nice,after gaining experience can become a team leader.	Too many hours have to Walk
120	AWS Singapore	 Solutions Architect	7 Jan 2022	5.0	Great place to work, a lot of learning opportunities been provided to grow and continuously development. People are willing to share and help each other all the time.	There are so many things to learn, but this is also an advantage if you enjoy the continuous self-improvement
121	This particular role is not for the Faint Hearted	 Account Specialist	31 Dec 2021	3.0	"-Health Benefits are above average
-High pay for the role above market rate
-Proper training is in place with a lot of meterial to learn from and seniors to learn from, training is 4 weeks theory and 2 weeks hands on and relatively a steep curve.
- A bit about the role, timing is 830 - 530, officially need to be operational 900 to 500 on a 5day rotational schedule. If your schedule falls on weekends or PH you still need to work, as per norm, you will be credited 1 day extra leave for PH
-for Chinese Specialist, make sure your Chinese language speaking, reading and writing really is proficient or it will be challenging on top of the steep learning curve.
- Amazon's culture is Everyday Is Day 1 and this is very true as there are every changing sops and procedures.
- Be prepared for a rollercoaster ride
- If you want a relax job or you are the type that needs time to think properly or is slower at doing work and CANNOT MULTITASK, this role is definately not for you!!!
- it is not a normal call center role where you just need to reply to customer enquiries, part of the role is to investigate cases as well. You do learn alot but at the same time depending on an individual's mindset it is not for the weak hearted as it is quite overwhelming once you are on the 'operating floor'"	"-This particular role is extremely intense due to the call centre nature. 
-The timing is stringent and no leeway to relax at all except during the 2x15min break window and lunch time
-You have to log in and out and be accountable for every minute that you are 'working' 
- be prepared to sit your butt down without moving unless you are on break or lunch."
122	Great environment to kickstart your career	 Team Leader	27 Dec 2021	5.0	"Lots of room for internal growth and development
Probably one of the highest welfare - medical package in Singapore"	Multiple projects to handle as It’s always Day One
123	Comprehensive training and support from team	 Risk Specialist	22 Dec 2021	5.0	United team at time feels very close like family	Promotion rate is slow, dormancy in your role seems like a common thing in Amazon.
124	Not too bad	 Program Manager	22 Dec 2021	4.0	- Tons of exposure to different domain/subjects	"- Competitive environment
- Social Hierachy"
125	You cannot go wrong being obsessed over the customer	 Solutions Architect	22 Dec 2021	4.0	The company puts customer first in everything. Giving the customer the greatest value is the obsession of its leaders. Always do what's best for the customer, preferring long term wins over short term gains. Invent and simplify for the customer's sake.	Too many independent teams making independent decisions can sometimes result in inconsistency. Being over focussed on the leader principles can become too inward looking.
126	Great so far	 Anonymous Employee	21 Dec 2021	4.0	"- The Onboarding plan is structured and trains each new hire in the Amazonian ways. 
- Successful company that is always looking to innovate. It’s still Day 1. 
- Great leadership principles I can identify with."	There is room to be more agile. Working hours can be improved too but might be challenging due to working with global teams.
127	Great place	 Head of BD	18 Dec 2021	5.0	Dynamic, ambiguous, missionary, smart team,	Relentless, can consume you if not careful
128	Glorified Call Centre Agent	 Account Health Specialist	17 Dec 2021	1.0	Healthcare and dental benefits is solid	"absurd way of measuring KPI.
meaningless jobscope
no alignment between department
guess what? Even customer service department in amazon does not handle inbound abusive call like this position"
129	AWS Review	 Solutions Architect	16 Dec 2021	5.0	Work with smart people, plenty of opportunities to learn new technologies, skills and make an impact.	None experienced so far in my career.
130	Lower than expected salary, slow progression	 AWS Professional Services Consultant	13 Dec 2021	3.0	"Nice people to work with
Good welfare"	Might be easy to get promoted but salary difference is not much
131	Good place to learn and strong organisational culture	 Business Operations Specialist	10 Dec 2021	5.0	"- Good place to start your career
- Exposed to robust frameworks (or tenets/LPs as we call it)
- One of the highest salary in industry
- Lots of learning resources, mentorship and skills upgrading opportunities"	"- Might not be a good fit for those that appreciates high flexibility working style due to strong culture and mechanisms in place
- Approvals can be slow since it is a huge organisation"
