	Summary	Job Title	Date	Overall Rating	Pros	Cons
75	Stressful management	 Telesales Specialist	16 Dec 2021	4.0	"High basic pay
Good staff benefits"	"Alot of OT required.
Pressure in meeting talk time and dial out.
Commission scheme not as good compare to competitors."
76	AIA Singapore provides insurance products and services.	 Licensed Financial Services Representative	12 Dec 2021	5.0	It's a sale commissions base job for financial service consultant .have flexible working time	not stable and request super self control for flexible to get great achievement.
77	Great experience	 Financial Services Intern	9 Dec 2021	5.0	"Good career advancement 
Nice colleagues who are helpful"	"Long work hour
Too much travelling"
78	great company	 Insurance Agent	29 Nov 2021	5.0	great staff for a vibrant environment	too energetic environment, too hyper at times
79	Annual Connvention	 Financial Advisor	18 Nov 2021	5.0	Going overseas upon achieving the given target	As long the employee is working hard they will be rewarded
80	Decent remuneration, work-life integration	 Senior Financial Consultant	17 Nov 2021	4.0	Commission, bonus are good. Working hours flexible	Self-employed. Have to depend on your own sales for income.
81	Average	 Analyst	16 Nov 2021	2.0	My boss is flexible and doesn’t micro manage	Doesnt care for staff welfare. Tech system is bad.
82	Financial services intern	 Anonymous Intern	9 Nov 2021	2.0	1-1 mentorship was effective in understanding personal goals	Lacked practical involvement during internship
83	competitive	 Telemarketer	28 Oct 2021	3.0	flexible hours and understanding agents	KPI based so an be tough to manage
84	-	 HR- Recruiter	24 Oct 2021	5.0	- Good culture, people, and ambience	- No pantry in individual office
85	Not bad	 Financial Advisor	19 Oct 2021	4.0	Flexible job & have a lot of freedom	It’s a sales job no work no money
86	review	 Insurance Agent	9 Oct 2021	3.0	Flexible working hours. Commission-based so its entirely based on your own capability	Long Working hours at the start
87	Reasonable salary	 Executive	8 Oct 2021	2.0	The fringe benefits are good.	Workload is heavy and superior is cold.
88	Review	 AAG	29 Sep 2021	4.0	Good experience, fun and flexible	lack of guidance and mentorship
89	Bad salary	 Administrative Assistant	25 Sep 2021	3.0	"Near MRT
Have pantry
Fast lift
Smoking corner
Many food to eat"	"Strict 
Low salary 
Bad colleague 
No work life balance
Troublesome"
90	Financial  consultant	 Financial Consultant	19 Sep 2021	5.0	Able to manage time well	Amazing company, no cons for them
91	FSC (commission based)	 Financial Sales Consultant (FSC)	25 Aug 2021	4.0	Good support from management team	Lead generation can be a challenge to those who do mostly cold market
92	Professional	 Financial Advisor	5 Jul 2021	5.0	Great support for staff and customers	Have to work hard for commission
93	Great	 Department Head	29 Jun 2021	3.0	Dynamic, Big company, asia focus, strong growth	Too big company, bureaucracies, fragmented,
94	Great place	 Part Time Administrative Assistant	28 Jun 2021	5.0	Friendly colleagues, very encouraging manager	Nothing I can think of
95	Good working culture	 Internship	27 Jun 2021	5.0	Good working culture and good benefit if you have the skills	Not much guidance and need to work very hard
96	Happy	 Agent	25 Jun 2021	3.0	Flexible hours and own target	Unstable and need to all expenses self
97	Fantastic technology	 Financial Services Consultant	25 Jun 2021	5.0	The move to virtual transactions is smooth, supported by strong tech capability,	It is still largely self-driven environment.
98	Group	 Assistant Manager	17 Jun 2021	5.0	Very good organizational culture. Management is very supportive	Nothing much to comment on as it is a good company to work in
99	NOT BAB	 Financial Consultant	11 Jun 2021	4.0	pay not bad, work hard can make more money	the management team and marketing strategies too aggressive.
100	NA	 Administrative Assistant	7 Jun 2021	4.0	GREAT employees, good work, great job	NONE At all for the moment
101	Great company	 Financial Consultant	1 Jun 2021	5.0	great management and a lot of training opportunities	there’s nothing bad worth mentioning
102	Great	 Secretary	20 May 2021	4.0	Good job at the workplace great environment	It was just monotonous because office job
103	Good culture	 Executive	11 May 2021	5.0	understanding boss and work life balance	not flexible enough, processes are slow
104	Not a long term career	 Telesales Executive	28 Apr 2021	2.0	Benefits is good for long term	"Unreasonable bosses 
Too ambitious on sales target, management need to learn how to manage people."
105	Friendly coworkers	 Customer Service Associate	27 Apr 2021	4.0	Good location, nice colleagues, fun	No progression, high workload, low salary
106	fair dealing company	 Financial Services Consultant	8 Apr 2021	5.0	fair dealing in all aspects	too many products for marketing purposes
107	Great Company with a bright future	 Inside Sales Consultant	6 Apr 2021	5.0	Lots of backing by investors, an incredible onboarding program to get you up to speed with the role and what the company is striving for, and lots of things to learn.	Fast-Paced and may not be suitable for some
108	Strong leader in APAC	 Associate Director	6 Apr 2021	4.0	Strong presence in APAC with key to change how people think about insurance through Vitality.	Politics at regional level. Too aggressive.
109	Good Company	 Financial Advisor	5 Apr 2021	5.0	Enjoyable Enjoyable Enjoyable Enjoyable Enjoyable	Good Good Good Good Good
110	workplace	 Financial Accountant	4 Apr 2021	4.0	friendly nice culture, encouraging, motivating	stressful and tight deadlines, hustler
111	nice	 Anonymous Temporary Employee	25 Mar 2021	5.0	good environment, good benefits , good brand	office politic everywhere. people fight for bonuses
112	fair	 Telemarketer	23 Mar 2021	4.0	a good working environment there	might get mundane after some time
113	Senior Manager	 Senior Manager	4 Mar 2021	2.0	Good brand and there were many talents in the company.	Very top down management style.
114	nil	 Insurance Agent	24 Feb 2021	4.0	very flexible work timing and conditions	salary is purely commission based
115	Great company with good benefit	 Anonymous Employee	23 Feb 2021	5.0	Very employee centric company with good benefits	Bonus is relatively small compared to other financial services firms
116	Financial advisor	 Financial Sales Consultant (FSC)	22 Feb 2021	5.0	AIA provides Good learning opportunities	AIA is a Highly Competitive environment
117	Good career	 Financial Consultant	21 Feb 2021	5.0	High earning potential, fulfilling job, flexible hours, work life balance, doing a good deed	Can be pressurising. Not a job everyone loves
118	Good to learn about insurance products but products are not competitive	 Financial Services Consultant	10 Feb 2021	3.0	Learn to be self motivated, learn to be self sufficient, learn about insurance products	Protects agency leaders instead of the consultants
119	Not bad	 Claims Examiner	5 Feb 2021	2.0	Working hours are not long.	Culture is bad in my department.
120	Good career prospects	 FSC Supervisor	3 Feb 2021	4.0	good conducive working environment overall	need more training opportunities for newbies
121	Company full of opportunities	 Senior Manager	26 Jan 2021	4.0	Dynamic with a strong sales culture	U need to b corporate savvy
122	Good company	 Financial Advisor	13 Jan 2021	5.0	good environment and good career prospect	stress and need work over weekend
123	good	 Sales Executive	6 Jan 2021	4.0	friendly environment and helpful colleagues	nothing much except certain long days to rush reports
124	Fantastic	 Intern	5 Jan 2021	4.0	Good management and decent pay	Depends on which team you work with
125	Decent but tough	 Sales Promoter	3 Jan 2021	4.0	Decent pay and incentives given	Hard to pull crowds in, depends on personality
126	Better than before :)	 Data Architect	31 Dec 2020	5.0	"- Advanced Tech Stack now
- Good people in Team
- Good Vision & Directions"	- Fewer Perks as compared to other Multinational orgs
127	good	 Sales	31 Dec 2020	4.0	good communication and professional work	I have no idea yet.
128	AIA CRS Admin	 Fresh Graduate	16 Dec 2020	4.0	You get to learn about the procedures of the company and its culture, to find out more about what is happening.	Steep learning curve, quota and expectations to review documents in adherence to CRS can be a little overwhelming at times, fast paced environment.
129	Awesome!	 Senior Applications Security Engineer	23 Nov 2020	4.0	I learnt so many things in term of cyber security.	Some times your task will be high.
130	Challenging yet rewarding	 Financial Services Consultant	29 Oct 2020	3.0	Basic pay is high. Leaders are helpful	Needs to meet sales quota every month
131	Full time	 Financial Consultant	25 Oct 2020	5.0	Mentorship, bonuses and opportunity to travel	Quite competitive in nature as everyone these days are doing it
132	Great experience	 Operations Executive	14 Oct 2020	5.0	Great manager, given many opportunities to learn	Work may get a little repetitive over time, but on the bright side you gain in depth knowledge in your expertise. Sometimes need to OT especially in COVID situation where online systems lag or do not work well out of office.
133	good	 Internship	12 Oct 2020	4.0	helpful colleagues, CEO sharing sessions	no cons, everything is good
134	Internship	 Intern	11 Oct 2020	4.0	You learn a lot about financial consulting, a good working environment.	The financial services industry is extremely competitive.
135	AIA Insurance	 Personal Wealth Manager	30 Sep 2020	4.0	"Flexible time
High remuneration 
Travel opportunities"	"Commissioned based pay
No employee benefits unless achieved target"
136	Best company	 Insurance Agent	16 Sep 2020	5.0	Work life balance, lots of money	Toilet is creepy. Dont like it
137	Na	 Manager	16 Sep 2020	4.0	Gd opportunities to learn and progress.	processes are dated and tech is backwards
138	Good	 Financial Advisor	13 Aug 2020	4.0	Really Superb work life balance.	I don’t think there is any
139	Bad working experience	 Financial Services Consultant	4 Aug 2020	1.0	flexible working hours, nothing else	bad culture, very few smart people
140	Chill working environment!	 Anonymous Temporary Employee	5 Apr 2020	3.0	Easy going, friendly and enjoyable working environment	Could have done things in a more systematic manner
141	Appointment Setting Officer part time position	 Appointment Setting Officer	3 Nov 2016	3.0	Got the oppotunity to learn effective communication and persuasion skills. Requires patience and and perserverance. Work together with financial consultant and learnt about the policies and how it helped customers.	Strong emphasis on meeting telephone quotas (number of calls made per day and number of appointment set per day).
142	AIA Review	 Financial Services Consultant	24 Sep 2016	5.0	Inclusive. Professional. Skilled. Competent. Dedicated.	No potential downside for working at AIA
143	Overall I have learnt quite a bit.	 Internship	24 Oct 2015	4.0	Managers and executives are helpful to both your experience and your skills. I find it very helpful to my skill development and career progress.	The internship is a bit short in duration, not a lot of front office experience was observed because no license yet.
144	Temp	 Temp	20 Oct 2015	5.0	Great people and corporate culture. Colleagues are always on the ball and helpful because the company believe in the spirit of teamwork.	As with any financial company, there are lots of workload with tight deadlines to be made.
145	Modest working experience	 Business Analyst	26 Aug 2015	2.0	Good culture and great and fun people	Not enough work to learn
146	Hardwork Pays off	 Insurance Agent	6 Apr 2015	3.0	Hardwork pays off a lot	High level of stress to face
147	AIA Financial planner	 Financial Planner	13 Nov 2014	1.0	No pros i can think of	"DNC list is up, making it impossible to call strangers.
Direct supervisor don't care about you, they mostly just want to squeeze the hell out of you."
148	Not too bad to work for	 Financial Advisor	22 Mar 2014	3.0	Flexible hours and work at your own pace	Need to find your own leads
149	Good and Bad	 Executive	12 Apr 2011	3.0	"Good working environment.
Extensive workshop for staff development."	"Not so good remuneration.
Nothing is done to retain quality staff."
