	Summary	Job Title	Date	Overall Rating	Pros	Cons
18	Google Head of Sales	 Head of Sales	1 Mar 2023	5.0	Incredible colleagues Amazing office - cafes, restaurants, nap pods, games rooms etc	Not many cons at Google. Great place to work
19	Great place	 Anonymous Employee	28 Feb 2023	4.0	Great place. Good working relationships and flat structure	Recent headwinds. Stay away for now
20	Great place	 Customer Engineer	25 Feb 2023	5.0	If you're ambitious you can shine	Will see a ton of coasters who just want to not to a thing.
21	Too much dei	 Head of Marketing	24 Feb 2023	3.0	Refreshing experience - good perks	Too much focus on work life balance
22	Great culture	 Ui\Ux Designer	22 Feb 2023	4.0	Love it here! Great team members	Does not allow us to innovate as much as before
23	Great hybrid role	 Technical Solutions Consultant	20 Feb 2023	4.0	Flexible work hours, get to meet numerous stakeholders and solve tech problems	Could be difficult to meet targets since there are many functions
24	Smart respectful engineers, good culture, lots of different systems	 Senior Software Engineer	19 Feb 2023	4.0	The culture is awesome - people really care for each other	lots of different systems, many legacy you end up spending more time understanding existing systems - many of which do similar things, many are legacy or just plain old mostly waterfall planning
25	Hahaha	 Security Officer	13 Feb 2023	5.0	Good working environment and fun	None of it is bad
26	Great Company	 Technical Sourcer	13 Feb 2023	5.0	Great office Collaborative environment Great colleagues Learnt a lot from the company	None that I can think of
27	Good Job	 Product Manager	8 Feb 2023	5.0	compensation is great. just need to negotiate more with HR	no cons, it's too good
28	Food	 Technical Account Manager	8 Feb 2023	5.0	Free breakfast, lunch and snacks	No cons discovered for now
29	Superb	 SWE Intern	3 Feb 2023	5.0	good food, talented team and fun activities	Nothing as such, its nice
30	Laid Off	 Software Development Engineer (SDE)	2 Feb 2023	3.0	Everything was good before 2022.	Laid off immediately without any consideration.
31	Really good culture, team bonding and learning	 Talent Acquisition Specialist	1 Feb 2023	4.0	Big community Growing your network great culture	the job is limited Hard to grow
32	Best place to work	 Sales Representative	31 Jan 2023	5.0	Employee and family benefits are unmatched	None. Compared to all other large MNCs, Google is leagues ahead.
33	Great company!	 Senior Vendor Manager	29 Jan 2023	5.0	Best perks, benefits and best talent pool!	Can't think of any really!
34	Comfortable place to work at	 Associate Product Marketing Manager	26 Jan 2023	5.0	Great culture, benefits and work life balance	Progression isn't as fast as other companies
35	Togetherness	 Recruiting Coordinator	26 Jan 2023	5.0	You're given absolute autonomy in your role at Google. Unlike others I've been at, you're given numerous opportunities for growth, not just professionally but on personal levels as well. While the job's stressful at times, your leads give you every support you need at any point of time.	Nothing to change, remain the same please!
36	Awesome	 Recruiting Coordinator	25 Jan 2023	5.0	Culture, food, people, management, work process	Additional tasks, more workload, recognition
37	Not bad at all	 Administrative Assistant	24 Jan 2023	5.0	Was a nice contract job to have, enjoyed my time and made some meaningful friendships.	Nothing much at the moment.
38	salary	 Quantitative Analyst	22 Jan 2023	4.0	i get some sleep at night	pretty high demand ( but fun)
39	Don't buy the hype- Especially if you're joining as a temp or junior employee	 	17 Jan 2023	1.0	"1. Food and coffee's taken care of and its actually the most exciting part of your day apart from checking out. 2. Massively culturally diverse environment - you get to work with everyone from all over the globe if you're part of a regional team. Everyone's well travelled and you get the best tips for holiday planning 3. If you enjoy doing mindless tasks on top of your job scope which FTEs tend say are ""a huge waste of their time"" - you'll have plenty of that around and you'll be well paid to do that too."	"If you're considering to take on a temp role or treated like 3rd class citizens by FTEs, this is what your experience will be like: 1. Some white badges have a serious superioriy complex (usually Google purists who have been here >7 years) and truly e joy to refer to you discriminately as red badges or ""TVCs"". You're beneath them so don't expect to be treated with decent human respect. Some senior employees find every chance to diss you for having lower standards than Googlers and remind you that all the benefits you have are extended to you because of their goodwill. 2. DEI only applies to users and not TVCs. TVCs must be kept hidden away from senior management at all times. This includes removing all credit on work you've done and letting FTEs shine on your behalf. 3. Expect your mental health to take a toll if you don't have fellow temps on your team. You often find yourself excluded from team meetings, team lunches etc - and you'll hear all about the fun things they get to do over lunch. 4. You wonder why they hire you to do intern-kind of work even though you've got 10 years of experience. Googlers with less experience tell you what to do because they always know better. I really don't recommend you to stay here longer than you need to because a lot of such work only applies to companies as massive and unproductive as the big G. 5. Watch your FTE friends coast- have nice work-from-overseas-breaks every 2 months while you slog away to keep the ground running. Yet, you're absolutely the dispensable one. 6. They don't like to use outside tools and everything is built in house by aspiring engineers who are tasked to make transformative impact. 7. Everything takes FOREVER to be done here. Global calls all the shots and they don't understand how things work regionally. You find yourself going round in circles. Things that take 1 week to do outside usually gets done here in 3 months. There are just way too many people. No wonder investors keep calling for layoffs. It's too bloated and I have to agree. 8. Extremely messy and bureaucratic. Kind of hard to imagine for a tech company that marketed its employee culture so well. For anyone looking to join Google: 1. Most important skill you'll need to have to survive here: Google slides and google sheets. Throw away your other project management tools. Everything runs on these 2. And youll need to keep track of thousands of these because there's no centralised system to manage your tasks. 2. Don't join unless at a higher level (>L7). Otherwise your influence is 0 unless you do well at influencing. 3. Great brand name to have for sure, but your hard skills take a hit if you stay long enough. You'll definitely hone soft skills though. 4. Networking here is so important if you want to ever get things done. Very extrovert friendly. 5. Meetings galore! Well.. at least they're kept short."
40	Good WLB, culture is amazing	 Analyst	10 Jan 2023	5.0	mutual respect between colleagues and no assumptions made about you.	comm process is complicated due to multi country and org is big
41	trainee	 Trainee	9 Jan 2023	5.0	- flexible hours and good wlb	- no cons that i have encountered
42	Nice WLB	 Software Engineer	3 Jan 2023	5.0	Good WLB, nice benefits. Lots of learning opportunities.	Slow promotion, low ball package.
43	Intern	 Intern	3 Jan 2023	5.0	Carefree, flexible with many things to learn	far from home but still ok
44	Great company to work for	 Vendor Operations Lead	2 Jan 2023	5.0	Great people, benefits and company	No cons that I can think of.
45	Great Company	 Software Engineer	31 Dec 2022	5.0	Free snacks and drink in office, friendly workers and tons of benefits!	no cons here at Google
46	Great	 Sales Manager	26 Dec 2022	4.0	Very expansive and valuable Benefits	Must be good with Politics and playing visibility to truly be successful. Also your career is pretty much driven by the relationship you have with your direct manager and not every manager is great or driven to make you succeed.
47	My experience at the Singapore office	 Account Manager	22 Dec 2022	3.0	Team members were helpful and supportive.	My team lead from Australia didn't even try to remember my name (my name is short and simple, not a difficult name) but just called me and another contract worker “hey TVC”. Felt like I was just a paper puppet to her.
48	Good employer	 Customer Engineer	22 Dec 2022	5.0	good benefits, smart people, and fun company	working in sales can be very stresful
49	Great	 Key Account Manager	21 Dec 2022	5.0	Great work life balance at Google	Hard to leave Google for any other company
50	MBA Summer Intern	 MBA Intern	20 Dec 2022	3.0	The office is fantastic and people are supportive.	The organization is a bit messy. It's difficult to figure out who's on what roles are not clear.
51	Good experience	 Software Engineer Intern	16 Dec 2022	5.0	Good bonding activities and benefits	expectations may be high from some superiors
52	Good	 Internship	13 Dec 2022	5.0	Nice culture and friendly people	Very social place, not good for introverts
53	Great Company	 Software Engineer	12 Dec 2022	5.0	Conducive environment that allows remote work	Stressful and fast pace environment
54	Senior ML Engineer	 Senior ML Engineer	9 Dec 2022	5.0	Good work experience Free Lunch	None so much, have so much opportunities
55	Big & complex world	 Account Manager	7 Dec 2022	4.0	Great exposure to the tech industry, endless learnings, good benefits only if you are FTE. Colleagues are nice, friendly, young, international	Limited access to internal platforms, benefits, second class citizen if you are TVC. Quite some unproductive meetings, FTEs seems stressful
56	Considered great employer for a reason	 Product Marketing Manager	7 Dec 2022	5.0	Amazing colleagues, working culture, perks and development opportunities within your filed	Changing fields within the company is extremely difficult if you wanted to pivot your career trajectory
57	Great company	 SEO Specialist	6 Dec 2022	5.0	They offer so many benefits to employees	You have to compete with experts all the time
58	Heard its a fun place to work in	 Anonymous Freelancer	1 Dec 2022	5.0	Heard its a fun place to work in	Every little thing is good
59	DEcent pay, too much red tape	 Sales Lead	30 Nov 2022	4.0	Good pay, decent people and benefits	NEver can switch off as 24/7 company
60	-	 Sales Associate	29 Nov 2022	1.0	Great working environment and benefits	large and complex organisation that moves slower than you would think.
61	good place to work at	 HR-Admin	28 Nov 2022	5.0	very good environment to work at	i don't think that there is any downsides at working for google
62	Good	 Administrative Assistant	24 Nov 2022	1.0	Good place to work at	Self taught most of the time
63	Great working environment	 Data Center Technician	19 Nov 2022	5.0	Great environment and lively people to work with. A great place to work and great benefits and work life balance.	Where ever u go there will be Singaporeans that tries to destroy the working culture.
64	Working Experience	 Software Engineer	19 Nov 2022	4.0	Good food, team culture and vibes.	Demanding requirements and standards from seniors.
65	Great place	 Marketing	17 Nov 2022	5.0	Nice food and smart colleagues	Everyone is talented and it sometimes makes you feel like you're not good enough (in a good way)
66	Good work life balance	 Business Analyst	11 Nov 2022	3.0	Good work life balance and salary	Nothing bad about them honestly
67	good working culture	 Software Engineering Intern	1 Nov 2022	5.0	everything is good there, u r living a life	NA, google is the best for everything
68	Review	 Recruiting Coordinator	29 Oct 2022	5.0	Culture, pace, salary, flexibility, DEI	Not much of cons but progression depends on your available positions.
69	Director	 Director	28 Oct 2022	5.0	Welfare oriented company in Singapore	Harsh expectation as expected in Singapore
70	AMazingg	 Recruiting Coordinator	24 Oct 2022	5.0	Countless benefits, you won't regret the google experience	No cons as it really depends on your job type
71	APM program great place to start career	 Product Manager	18 Oct 2022	5.0	- Good community - Builds a lot of confidence - Get a lot of ownership - Grow a lot with support from leaders	- Can be bureaucratic - Non-US offices don't have all the same perks
72	My time at Google	 Digital Marketing Apprentice	17 Oct 2022	4.0	People: Great diverse mix of brilliant and multi-dimensional people with an overall great culture. Possibilities: Growth opportunities, communities and ecosystems within Google and meeting Googlers globally.	- Giant corporate company with levels of clearance. It can also feel intimidating and lost. Everyone is busy, especially senior management. [Tip when setting time with to senior management, they love clear agendas and short 15min meetings. ] - Org structure can be unclear yet not flat (can be hard to chat with senior stakeholders) and need to constantly sell yourself and your work to get buy-in.
73	Nice WLB	 MBA Intern	15 Oct 2022	4.0	Supportive work culture in general	intern conversion should be better planned
74	Amazing Workplace!	 Recruiting Coordinator	6 Oct 2022	5.0	"Love the culture, team members and the vibes in the company! Working in Google should be on everyone's bucket list!
Amazing work life balance as well."	Totally not applicable in this case, sorry!
75	.	 Google Ads Specialist	29 Sep 2022	5.0	Good employment benefits and work culture.	None. It is a good place.
76	Great experience and awesome colleagues to work with	 Marketing Manager	29 Sep 2022	5.0	Working with talented individuals on a variety of projects	Internal processes can be quite lengthy
77	Good	 Software Engineer	23 Sep 2022	3.0	Good salary, free lunch and snacks	Nothing bad about it at google
78	Good company with great culture	 Senior Analyst	22 Sep 2022	5.0	Everything is good, benefits, culture and food	Nothing that I can think of
79	About googlr	 Cyber Security Engineer	21 Sep 2022	5.0	Work life balance with gd benefit	Too good to have cons
80	software engineer	 Software Engineer	20 Sep 2022	3.0	Google is most frendly. there attitude is multi talented.	i have no comment this purpose.
81	Good perks	 Recruiter	20 Sep 2022	4.0	Great Office perks and sound culture	Could see the divide between TVCs and FTEs
82	Great place to work	 Relationship Manager	19 Sep 2022	5.0	employee benefits, generous pay and great culture	late nights, competitive industry and political
83	Great Compensation and Benefits	 Skills Ignition Trainee	13 Sep 2022	5.0	Loved my time at Google. Was a life-changing experience - people there are willing to mentor you, work benefits are awesome too.	Competitive environment. Otherwise, nothing else.
84	Excellent Experience	 Software Engineer	11 Sep 2022	5.0	Great work life balance, mentoring and benefits	No cons at all, other than that it makes you fat
85	Good colleagues	 MBA Intern	9 Sep 2022	5.0	"Work life balance
Good colleagues 
Nicee pantries"	"No found
Hiring freeze is kinda headache"
86	Decent treatment of employees	 Data Engineer	9 Sep 2022	5.0	Good management, good facilities, upfront with pay	Workload on the high side
87	no	 Manager	9 Sep 2022	5.0	good food and staff very nice	nothing much to be said
88	Good place to work	 Business Analyst	3 Sep 2022	5.0	Good work life balance in the company	Slow growth in the compant
89	Nurturing Experience	 Digital Marketing Trainee	1 Sep 2022	5.0	Great company culture, excellent office amenities	Prone to change for the sake of changing
90	Software Engineer Intern	 Software Engineer(Internship)	26 Aug 2022	5.0	"- Great Culture
- Smart people
- Open communication"	- May not work on very difficult problems (team dependent)
91	Great to company to work for, but getting a bit too big	 Strategy and Operation Manager	23 Aug 2022	4.0	"- Great perks
- Great culture & Smart colleagues"	- The business is getting too big, and functions has been cutting too small. so end up having a large number of overqualified people doing relatively simple things, and optimise for visibility and promotion
92	Good	 Anonymous Freelancer	21 Aug 2022	5.0	Flexible, good mgt, work from home	Freelance, small company, on your own
93	Great work culture	 Business Operations Manager	14 Aug 2022	5.0	Very good work culture, competitive compensation	Hard to leave the company for other challenging roles
94	Working at Google	 Marketing Lead	14 Aug 2022	4.0	Great culture and benefits. The company does put people first	Growth internally can be slow
95	APMM Program 2022	 Associate Product Marketing Manager	8 Aug 2022	5.0	Health benefits, company culture, really smart and good people to work with.	The APMM program has had too much cut from it due to COVID and the current economic climate - from global trips to the rotational nature of the program - devalues the whole experience.
96	Everything that you could ask for in a company	 Technical Recruiter	5 Aug 2022	5.0	"- Top of market compensation
- Google tries to provide daily necessities as much as possible so employees can fully focus on work (Nap pods, micro-kitchens everywhere, wide variety of choice for breakfast + lunch + dinner, Gyms)
- Google's name alone on your profile opens up many doors"	"- not really a con but being top of the market means your exit options are limited (either rise in the company or go to another FAANG or start your own company)
- Progression is not as fast as compared to a start-up (however compensation is still top of market)
- Hard to make a huge impact in such a large company, small ripple effects"
97	Nil	 Junior Software Engineer	4 Aug 2022	5.0	Good work life balance and salary	Hard to progress for career
98	Pros and cons of google	 Branch Manager	1 Aug 2022	3.0	Conducive environment and friendly coworkers	Some corruption, the higher ups don't listen
99	Would recommend everyone to join google	 Marketing Analyst	28 Jul 2022	5.0	"Good Culture
Good ammenties
Free food and coffee!"	bureaucracy where everything moves very slowly
100	Welfare	 Software Engineer	27 Jul 2022	5.0	Google provides endless nice meals and snacks to employees.	Work environment is too competitive
101	Great culture	 Contract Developer	26 Jul 2022	5.0	Great culture, good people and generally chill.	None, smart people all around.
102	-	 Manager	21 Jul 2022	5.0	People people people food people	Long hours, Low salary omg
103	Take care of IT duties	 IT Associate	19 Jul 2022	4.0	Fun working environment, good culture	long hours, lack of good benefits
104	Amazing company	 Food Services Manager	13 Jul 2022	5.0	Culture, people and overall environment	act like a sheep... very little to no ability to make a difference
105	IT	 IT Manager	9 Jul 2022	3.0	Compensation and benefits are off the chart	Long working hours and no free time
106	Not a Good time to join Google Cloud	 Field Sales Representative	6 Jul 2022	1.0	"Good Parent company - Google
Fantastic offices and perks
Nice colleagues and good company values"	"Clueless leadership, Unachievable targets, Nepotism, biased management
Micro-manage employees and lots of admin work
Over hire, Put people on improvement plans, Let people go, Hire again and repeat is the cycle going on"
107	Flexible Management	 Anonymous Freelancer	5 Jul 2022	4.0	Flexible timing and managment style	no mentoring nor guidance provided
108	Good pay and perks,  so-so managers	 Account Strategist	27 Jun 2022	4.0	Pay, perks, work/life balance (depending on the team)	"Managers lack training 
Experience varies a lot depending on what time you are in"
109	Great company but seems lost	 Head of Sales	20 Jun 2022	4.0	Great company, one of the highest paid ad sales company, Excellent benefits, great workplace	Poor manager experience, company seems lost where future growth should come from, echo chamber at times, constant restructuring
110	Good environment and culture	 Engineer Support	16 Jun 2022	5.0	Among many other luxurious benefits, Google employees can have three free gourmet meals every day.	Google is known to promote staff as a result of product launches rather than as a reward for incremental improvements.
111	Data Scientist Pay	 Data Scientist	7 Jun 2022	3.0	Great working there with very innovative people	Expect the possibility of OT etc
112	Great culture, all rounded people	 Product Marketing Manager	2 Jun 2022	5.0	The people at Google are its biggest assets. On a day to day basis you have the opportunity to work with incredibly interesting and intelligent people. People are very willing to help	Large, fast growing company - complexities in processes and ambiguity in projects
113	best company	 Senior Growth Manager	29 May 2022	5.0	salary, work life balance, free food	not much to be honest
114	Good food, Terrible Work Environment and Growth	 Policy Escalation Specialist	27 May 2022	1.0	Good food, healthcare benefits, good teammates and cross functional partners.	"Work culture in this team and role is not consistent with the wider org. 

- Micromanagement is rife and leads continually gaslights the team. 
- There is pressure to respond to messages by a certain time and leads have a weird obsession controlling the day/time and location you sit in the office. 
- Growth prospects are not properly communicated and turnover is high due to poor leadership and growth in role. 
- Team Morale is poor."
115	Best Company in the world.	 Data Scientist	27 May 2022	5.0	Only your imagination is the limitation	Best Company in the world.
116	Google Researcher	 Researcher	26 May 2022	5.0	"- Good Env
- Good Compensation
- Good Food"	"- Work Schedule
- Challenging Env
- Career Growth"
117	Not great	 Recruiter	16 May 2022	2.0	Benefits good - food and general benefits	Messy and manager was not good
118	Great company	 Senior Financial Analyst	15 May 2022	5.0	Culture promotes diversity and inclusion. Respect everyone's point of view.	Not really any major cons.
119	N/A	 Anonymous Employee	9 May 2022	4.0	Takes care of employee. Upholds culture and motivates employee to think and work harder.	Not applicable Not applicable Not applicable
120	z	 Operations	8 May 2022	5.0	i had a good experience	employee very friendly and nice
121	GOOD CULTURE	 Accont Manager	30 Apr 2022	5.0	Benefit & Conpensation is good	Work & Life balance is hard to achieve
122	NA	 Director	16 Apr 2022	5.0	Great life work balance. Good environment	Growth option are more limited
123	Amazin	 Principal Product Manager	12 Apr 2022	5.0	Great work culture, great mentor, great business,	Nothing bad to say about google, except we are tracking you down.
124	Good company	 Technical Support	10 Apr 2022	5.0	Work life balance in the company	Nothing to be cons, maybe
125	good	 Temp to Perm	9 Apr 2022	5.0	good good good good good	none that i can think of
126	Great perks and culture!	 Software Engineer	30 Mar 2022	5.0	"- Fun and challenging projects to work on.
- Good culture within and across teams.
- Best-in-class perks, including paternal leave."	The company has gone fully remote since the start of the pandemic, but has not committed to a fully remote work status. Employees are expected to return to office when the pandemic subsides.
127	Best in class	 Anonymous Intern	23 Mar 2022	5.0	They even had an interview prep training. The interviews were not as daunting.	Nil. Everything is good so far.
128	Excellent!	 Recruiter	22 Mar 2022	5.0	Great culture and they values people	Hard to move things fast
129	Great working culture	 UI Developer	22 Mar 2022	4.0	Good company culture, everyone is supportive	Sometimes long working hours but overall not really a con
130	Account Executive for Marketing	 Account Executive	15 Mar 2022	4.0	cool and flexible working hour	there is no cons for working at google
131	overall an eye opening experience	 Marketing Specialist	15 Mar 2022	5.0	nowhere else can beat google's office facilities, and friendly people to work with	"contractors are really just treated as part-timers who are given operational, administrative and executional tasks which FTEs don't want to handle. and conversion to full-time is really hard to come by.

some senior management really look down on contractors too."
132	nil nil nil nil	 Senior Program Manager	12 Mar 2022	5.0	great culture , great people , great place to work	no such cons to discuss
133	Experience in Google	 Business Analyst	12 Mar 2022	5.0	We are given the opportunities to voice out and explore ideas	As a contractor, we do not get access to many documents unless we request for it
134	Great to work in Google	 Marketing Manager	8 Mar 2022	5.0	"- fabulous working environment and welfare
- talented humble friendly colleagues 
- efficient and effective work pattern
-advocate work/life balance, diversity"	you have to work really really hard to get promoted. It's too competitive!
135	ntg	 Learner	7 Mar 2022	4.0	ntg to share i am just a beginner	currently learnig new skill i think it will in future
136	Perfect	 Account Executive	1 Mar 2022	5.0	Perfect and good working environment	No comment at the moment
137	Good	 Software Engineer	22 Feb 2022	5.0	Good place to work nice culture	Not sure what to say
138	interm job	 Intern	20 Feb 2022	5.0	ok only, fancy office, good pantry	like that lor, not bad
139	culture review	 Software Engineer	19 Feb 2022	5.0	its good to be on google	hard to say any cons
140	Recruitment Coordinator	 Recruitment Coordinator	19 Feb 2022	5.0	"Work life balance 
Good perks
No politics"	Converting to a permanent role is almost impossible
141	Flexible but results driven	 Product Marketing Manager	10 Feb 2022	5.0	Amazing environment where you are not micro managed but high pressure to delivery quality results in a competitive high performing team	You're only as good as your last performance rating
142	.	 HR Manager	10 Feb 2022	4.0	Good place to work, good benefits	Chaotic work environment, lack of planning
143	Awesome to work for	 Head of Marketing	10 Feb 2022	5.0	Salary, benefits, insurance are all above par	Too corporate, slow and political
144	Great Internship	 Data Science Intern	7 Feb 2022	5.0	Great opportunities to learn new skills	Workload can get a little overwhelming at times
145	Overseeing Strategy and Operations of Asia Operations in People Space.	 Head of Strategy and Operations	6 Feb 2022	4.0	"Culture
People
Mission
Total Rewards
Office Environment
are something that is at the world class standard."	"Size of Company
Velocity of Decision Making
Impact"
146	Amazing office	 Internship	27 Jan 2022	5.0	Nice people and support given	Workload and thrown into the deep end
147	Good work life balance	 Growth Manager	26 Jan 2022	5.0	"- Insurance 
- Work culture, Work life balance
- Internal mobility"	"- Hierarchy, political
- High competition for promotion"
148	good	 Data Analyst	24 Jan 2022	5.0	stressful busy anxious busy busy	kind warm nice good good
149	Good workplace	 Engineer	21 Jan 2022	4.0	Nice environment, good colleagues and good salary	Nothing in particular. Overall good experience
150	Great company but more and more political	 Recruitment	20 Jan 2022	4.0	"Most people are great and want to do good
Very good benefits and work environment"	"Recruitment is poorly lead globally. No consideration for people, Mountain View centric leadership. Many talented people with genuinely positive influence have left after being sidelined.
The company is not adapting enough to the remote new trend.
Internal mobility is promoted in theory but not managed fairly."
151	Great!	 Tech Specialist	19 Jan 2022	5.0	Awesome colleagues. Great tech platforms.	Long working hours at times (as expected in a top tech firm like Google)
152	-	 Sales Strategy and Operations	19 Jan 2022	4.0	good pay good culture good manager	political, too much fat in the organisation
153	N.A	 Assistant Manager	18 Jan 2022	4.0	Up to you to adjust timing	To little friends to talk
154	Good	 Administrative Assistant	14 Jan 2022	5.0	Best place to work in	No bad reviews for the company
155	Mixed feelings	 Account Strategist	14 Jan 2022	3.0	"- big firm
- good perks
- flexible working environment"	- unsure about the hiring quality recently, especially in client service side. seems that everyone can get a job at Google nowadays
156	Very good	 Senior Software Engineer	13 Jan 2022	5.0	innovative innovative innovative innovative innovative	flexible flexible flexible flexible flexible
157	Good	 Business Analyst	9 Jan 2022	5.0	Great office, good internal tools. Learn lots. A lot of no meeting time booked, allowing deep work. Everyone, especially the full timers, are just so incredibly smart.	Some internal tools are not the best. At the end of the day, individual teams still make a big difference, so there may be inefficiencies or pressures uniquely experiences
158	Friendly colleagues & peers	 Recruiter	6 Jan 2022	3.0	Dynamic working environment with huge learning opportunity	Fast paced and demanding work load
159	Very good	 Anonymous Freelancer	1 Jan 2022	5.0	"great salary
great coworkers and lifestyle"	a little inflexible at times
160	Great work env	 Ads Specialist	27 Dec 2021	5.0	Forefront of industry and tech	Size of organization and Covid work from home
161	not bad	 Software Engineer	26 Dec 2021	5.0	not bad, feel work life balance	not bad, far from home
162	NA	 Administrative Assistant	22 Dec 2021	5.0	Great company to work for	No Cons fo far. Love it
163	Data Analyst at Google Engineering team	 Data Analyst	20 Dec 2021	5.0	Good culture with many smart people	Overwork and stressful environment to deliver daily.
164	good	 Shipping and Receiving	15 Dec 2021	5.0	learned a lot at here	nothing for cons, all good
165	Challenging, yet rewarding	 AI/ML Engineer	13 Dec 2021	5.0	Working at Google is really challenging. Every day, you are solving some of the most interesting problems in a highly efficient and optimized way. If you want to up your game, Google is the right place to be.	One has to be careful with internally switching teams. Make sure that the new team will be a good fit for you. Otherwise, it will not be very productive both for the team and for yourself.
166	a	 Industry Manager	8 Dec 2021	5.0	great place to work overall	hard for career progression overall
167	Nothing significant to report	 Vice President Cyber Security	5 Dec 2021	3.0	salary is higher than others	a lot of junior staff
168	great!	 Anonymous Employee	30 Nov 2021	5.0	very welcoming, staff is all friendly	hectic job, loads of stuff to do
169	Software Engineer	 Software Engineer	29 Nov 2021	5.0	Flat Culture, Great Benefit and Facility	Overworked, Extreme Competitive, OT, Slow Deployment
170	SWE	 Software Engineer (Swe II)	24 Nov 2021	4.0	Wok Life Balance and good food	low ball than other company
171	Amazing company with amazing people	 Trainee	23 Nov 2021	5.0	"- free breakfast, lunch and coffee!
- very helpful and collaborative work environment (easy to reach out for help) 
- lots of internal tools and easy to look up information within the Google database"	"- Workload tend to be heavy 
- lots of meetings!"
172	Great experience	 STEP	23 Nov 2021	5.0	growth oriented, we can make mistakes but we have to show improvement, feedback culture- everyone is open to feedback, intern project was impactful, a ton of collaboration with other engineers, PM, UX designer, even though it was remote, the intern team and engineers adapted and supported us well	nothing much . . .
173	its okay	 Shopping Specialist	18 Nov 2021	4.0	Great people working next to you	sometimes can be too much of work and no worklife balance
174	Best company	 Staff Engineer	12 Nov 2021	5.0	High pay good wbl and benefits	Hard to get in, no diversity
175	Good	 Anonymous Employee	9 Nov 2021	4.0	Free food and drinks for me	Far from my house :3
176	good	 Solutions Consultant	9 Nov 2021	5.0	lots of motivated well educated people	some projects are more for visibility than the actual business needs
177	Generally Great	 Operations Specialist	6 Nov 2021	5.0	"If you run into the right people, you’ll love it here
Facilities and food are awesome
Work is challenging which I love"	The company itself does not care about its TVCs
178	Google place to work (mostly)	 Brand Manager	4 Nov 2021	5.0	learning opportunities, great teammates and interesting projects	contract staffs may be looked and treated upon by some full timer differently, though most of them are awesome people.
179	-	 Finance	31 Oct 2021	4.0	Peers & Supervisors are friendly	However, always need to multi-task
180	Great place to build a long and stable career	 Software Engineer	30 Oct 2021	5.0	"Big company, lots of opportunity to try new things.
Leaders listen to employees.
Long time Googlers care about the culture, and ensure the company stays true to its values."	Big company, a lot of the work is not glamorous anymore. We need to keep things running for billions of users. We need to stay at the cutting edge of privacy. So less opportunity to build brand new things.
181	OK	 Account Strategist	30 Oct 2021	5.0	Benefit and company culture are not bad	I don see any Problem
182	Great to work here	 Financial Service Representative	27 Oct 2021	5.0	Respect each others is the best	Not much bias for action
183	Business Intern	 Business Intern	27 Oct 2021	5.0	Great culture! You are given the ability to drive impactful work.	Certain administrative processes take time.
